from_id,to_id
SMPLTRD00118|1,SMPL001
SMPLTRD00119|1,SMPL002
SMPLTRD00120|1,SMPL002
SMPLTRD00121|1,SMPL002
SMPLTRD00122|1,SMPL002
SMPLTRD00123|1,SMPL002
SMPLTRD00124|1,SMPL002
SMPLTRD00125|1,SMPL002
SMPLTRD00126|1,SMPL002
SMPLTRD00127|1,SMPL002
SMPLTRD00128|1,SMPL002
SMPLTRD00129|1,SMPL002
SMPLTRD00130|1,SMPL002
SMPLTRD00131|1,SMPL002
SMPLTRD00132|1,SMPL002
SMPLTRD00133|1,SMPL002
SMPLTRD00134|1,SMPL002
SMPLTRD00135|1,SMPL002
SMPLTRD00136|1,SMPL002
SMPLTRD00137|1,SMPL002
SMPLTRD00138|1,SMPL002
SMPLTRD00139|1,SMPL002
SMPLTRD00140|1,SMPL002
SMPLTRD00141|1,SMPL002
SMPLTRD00142|1,SMPL002
SMPLTRD00143|1,SMPL002
SMPLTRD00144|1,SMPL002
SMPLTRD00145|1,SMPL002
SMPLTRD00146|1,SMPL002
SMPLTRD00147|1,SMPL002
SMPLTRD00148|1,SMPL002
SMPLTRD00149|1,SMPL002
SMPLTRD00150|1,SMPL002
SMPLTRD00151|1,SMPL002
SMPLTRD00152|1,SMPL002
SMPLTRD00153|1,SMPL002
SMPLTRD00154|1,SMPL002
SMPLTRD00155|1,SMPL002
SMPLTRD00156|1,SMPL002
SMPLTRD00157|1,SMPL002
SMPLTRD00158|1,SMPL002
SMPLTRD00159|1,SMPL002
SMPLTRD00160|1,SMPL002
SMPLTRD00161|1,SMPL002
SMPLTRD00162|1,SMPL002
SMPLTRD00163|1,SMPL002
SMPLTRD00164|1,SMPL002
SMPLTRD00165|1,SMPL002
SMPLTRD00166|1,SMPL002
SMPLTRD00167|1,SMPL002
SMPLTRD00168|1,SMPL002
SMPLTRD00169|1,SMPL002
SMPLTRD00170|1,SMPL002
SMPLTRD00171|1,SMPL002
SMPLTRD00172|1,SMPL002
SMPLTRD00173|1,SMPL002
SMPLTRD00174|1,SMPL002
SMPLTRD00175|1,SMPL002
SMPLTRD00176|1,SMPL002
SMPLTRD00177|1,SMPL002
SMPLTRD00178|1,SMPL002
SMPLTRD00179|1,SMPL002
SMPLTRD00180|1,SMPL002
SMPLTRD00181|1,SMPL002
SMPLTRD00182|1,SMPL002
SMPLTRD00183|1,SMPL002
SMPLTRD00184|1,SMPL002
SMPLTRD00185|1,SMPL002
SMPLTRD00186|1,SMPL002
SMPLTRD00187|1,SMPL002
SMPLTRD00188|1,SMPL002
SMPLTRD00189|1,SMPL002
SMPLTRD00190|1,SMPL002
SMPLTRD00191|1,SMPL002
SMPLTRD00192|1,SMPL002
SMPLTRD00193|1,SMPL002
SMPLTRD00194|1,SMPL002
SMPLTRD00195|1,SMPL002
SMPLTRD00196|1,SMPL002
SMPLTRD00197|1,SMPL002
SMPLTRD00198|1,SMPL002
SMPLTRD00199|1,SMPL002
SMPLTRD00200|1,SMPL002
SMPLTRD00201|1,SMPL002
SMPLTRD00202|1,SMPL002
SMPLTRD00203|1,SMPL002
SMPLTRD00204|1,SMPL002
SMPLTRD00205|1,SMPL002
SMPLTRD00206|1,SMPL002
SMPLTRD00207|1,SMPL002
SMPLTRD00208|1,SMPL002
SMPLTRD00209|1,SMPL002
SMPLTRD00210|1,SMPL002
SMPLTRD00211|1,SMPL002
SMPLTRD00212|1,SMPL002
SMPLTRD00213|1,SMPL002
SMPLTRD00214|1,SMPL002
SMPLTRD00215|1,SMPL002
SMPLTRD00216|1,SMPL002
SMPLTRD00217|1,SMPL002
SMPLTRD00218|1,SMPL002
SMPLTRD00219|1,SMPL002
SMPLTRD00220|1,SMPL002
SMPLTRD00221|1,SMPL002
SMPLTRD00222|1,SMPL002
SMPLTRD00223|1,SMPL002
SMPLTRD00224|1,SMPL002
SMPLTRD00225|1,SMPL002
SMPLTRD00226|1,SMPL002
SMPLTRD00227|1,SMPL002
SMPLTRD00228|1,SMPL002
SMPLTRD00229|1,SMPL002
SMPLTRD00230|1,SMPL002
SMPLTRD00231|1,SMPL002
SMPLTRD00232|1,SMPL002
SMPLTRD00233|1,SMPL002
SMPLTRD00234|1,SMPL002
SMPLTRD00235|1,SMPL002
SMPLTRD00236|1,SMPL002
SMPLTRD00237|1,SMPL002
SMPLTRD00238|1,SMPL002
SMPLTRD00239|1,SMPL002
SMPLTRD00240|1,SMPL002
SMPLTRD00241|1,SMPL002
SMPLTRD00242|1,SMPL002
SMPLTRD00243|1,SMPL002
SMPLTRD00244|1,SMPL002
SMPLTRD00245|1,SMPL003
SMPLTRD00246|1,SMPL003
SMPLTRD00247|1,SMPL003
SMPLTRD00248|1,SMPL003
SMPLTRD00249|1,SMPL003
SMPLTRD00250|1,SMPL003
SMPLTRD00251|1,SMPL003
SMPLTRD00252|1,SMPL003
SMPLTRD00253|1,SMPL003
SMPLTRD00254|1,SMPL003
SMPLTRD00255|1,SMPL003
SMPLTRD00256|1,SMPL003
SMPLTRD00257|1,SMPL003
SMPLTRD00258|1,SMPL003
SMPLTRD00259|1,SMPL003
SMPLTRD00260|1,SMPL003
SMPLTRD00261|1,SMPL003
SMPLTRD00262|1,SMPL003
SMPLTRD00263|1,SMPL003
SMPLTRD00264|1,SMPL003
SMPLTRD00265|1,SMPL003
SMPLTRD00266|1,SMPL003
SMPLTRD00267|1,SMPL003
SMPLTRD00268|1,SMPL003
SMPLTRD00269|1,SMPL003
SMPLTRD00270|1,SMPL003
SMPLTRD00271|1,SMPL003
SMPLTRD00272|1,SMPL003
SMPLTRD00273|1,SMPL003
SMPLTRD00274|1,SMPL003
SMPLTRD00275|1,SMPL003
SMPLTRD00276|1,SMPL003
SMPLTRD00277|1,SMPL003
SMPLTRD00278|1,SMPL003
SMPLTRD00279|1,SMPL003
SMPLTRD00280|1,SMPL003
SMPLTRD00281|1,SMPL003
SMPLTRD00282|1,SMPL003
SMPLTRD00283|1,SMPL003
SMPLTRD00284|1,SMPL003
SMPLTRD00285|1,SMPL003
SMPLTRD00286|1,SMPL003
SMPLTRD00287|1,SMPL003
SMPLTRD00288|1,SMPL003
SMPLTRD00289|1,SMPL003
SMPLTRD00290|1,SMPL003
SMPLTRD00291|1,SMPL003
SMPLTRD00292|1,SMPL003
SMPLTRD00293|1,SMPL003
SMPLTRD00294|1,SMPL003
SMPLTRD00295|1,SMPL003
SMPLTRD00296|1,SMPL003
SMPLTRD00297|1,SMPL003
SMPLTRD00298|1,SMPL003
SMPLTRD00299|1,SMPL003
SMPLTRD00300|1,SMPL003
SMPLTRD00301|1,SMPL003
SMPLTRD00302|1,SMPL003
SMPLTRD00303|1,SMPL003
SMPLTRD00304|1,SMPL003
SMPLTRD00305|1,SMPL003
SMPLTRD00306|1,SMPL003
SMPLTRD00307|1,SMPL003
SMPLTRD00308|1,SMPL003
SMPLTRD00309|1,SMPL003
SMPLTRD00310|1,SMPL003
SMPLTRD00311|1,SMPL003
SMPLTRD00312|1,SMPL003
SMPLTRD00313|1,SMPL003
SMPLTRD00314|1,SMPL003
SMPLTRD00315|1,SMPL003
SMPLTRD00316|1,SMPL003
SMPLTRD00317|1,SMPL003
SMPLTRD00318|1,SMPL003
SMPLTRD00319|1,SMPL003
SMPLTRD00320|1,SMPL003
SMPLTRD00321|1,SMPL003
SMPLTRD00322|1,SMPL003
SMPLTRD00323|1,SMPL003
SMPLTRD00324|1,SMPL003
SMPLTRD00325|1,SMPL003
SMPLTRD00326|1,SMPL003
SMPLTRD00327|1,SMPL003
SMPLTRD00328|1,SMPL003
SMPLTRD00329|1,SMPL003
SMPLTRD00330|1,SMPL003
SMPLTRD00331|1,SMPL003
SMPLTRD00332|1,SMPL003
SMPLTRD00333|1,SMPL003
SMPLTRD00334|1,SMPL003
SMPLTRD00335|1,SMPL003
SMPLTRD00336|1,SMPL003
SMPLTRD00337|1,SMPL003
SMPLTRD00338|1,SMPL003
SMPLTRD00339|1,SMPL003
SMPLTRD00340|1,SMPL003
SMPLTRD00341|1,SMPL003
SMPLTRD00342|1,SMPL003
SMPLTRD00343|1,SMPL003
SMPLTRD00344|1,SMPL003
SMPLTRD00345|1,SMPL003
SMPLTRD00346|1,SMPL003
SMPLTRD00347|1,SMPL003
SMPLTRD00348|1,SMPL003
SMPLTRD00349|1,SMPL003
SMPLTRD00350|1,SMPL003
SMPLTRD00351|1,SMPL003
SMPLTRD00352|1,SMPL003
SMPLTRD00353|1,SMPL003
SMPLTRD00354|1,SMPL003
SMPLTRD00355|1,SMPL003
SMPLTRD00356|1,SMPL003
SMPLTRD00357|1,SMPL003
SMPLTRD00358|1,SMPL003
SMPLTRD00359|1,SMPL003
SMPLTRD00360|1,SMPL003
SMPLTRD00361|1,SMPL003
SMPLTRD00362|1,SMPL003
SMPLTRD00363|1,SMPL003
SMPLTRD00364|1,SMPL003
SMPLTRD00365|1,SMPL003
SMPLTRD00366|1,SMPL003
SMPLTRD00367|1,SMPL003
SMPLTRD00368|1,SMPL003
SMPLTRD00369|1,SMPL003
SMPLTRD00370|1,SMPL003
SMPLTRD00371|1,SMPL003
SMPLTRD00372|1,SMPL003
SMPLTRD00373|1,SMPL003
SMPLTRD00374|1,SMPL003
SMPLTRD00375|1,SMPL003
SMPLTRD00376|1,SMPL003
SMPLTRD00377|1,SMPL003
SMPLTRD00378|1,SMPL003
SMPLTRD00379|1,SMPL003
SMPLTRD00380|1,SMPL003
SMPLTRD00381|1,SMPL003
SMPLTRD00382|1,SMPL003
SMPLTRD00383|1,SMPL003
SMPLTRD00384|1,SMPL003
SMPLTRD00385|1,SMPL003
SMPLTRD00386|1,SMPL003
SMPLTRD00387|1,SMPL003
SMPLTRD00388|1,SMPL003
SMPLTRD00389|1,SMPL003
SMPLTRD00390|1,SMPL003
SMPLTRD00391|1,SMPL003
SMPLTRD00392|1,SMPL003
SMPLTRD00393|1,SMPL003
