from_id,to_id
SMPLTRD00073|1,__NONE__
SMPLTRD00074|1,91
SMPLTRD00075|1,__NONE__
SMPLTRD00076|1,__NONE__
SMPLTRD00077|1,__NONE__
SMPLTRD00078|1,__NONE__
SMPLTRD00079|1,__NONE__
SMPLTRD00080|1,__NONE__
SMPLTRD00081|1,__NONE__
SMPLTRD00082|1,__NONE__
SMPLTRD00083|1,__NONE__
SMPLTRD00084|1,__NONE__
SMPLTRD00085|1,__NONE__
SMPLTRD00086|1,__NONE__
SMPLTRD00087|1,__NONE__
SMPLTRD00088|1,__NONE__
SMPLTRD00089|1,__NONE__
SMPLTRD00090|1,__NONE__
SMPLTRD00091|1,__NONE__
SMPLTRD00092|1,__NONE__
SMPLTRD00093|1,__NONE__
SMPLTRD00094|1,9G
SMPLTRD00095|1,__NONE__
SMPLTRD00096|1,__NONE__
SMPLTRD00097|1,__NONE__
SMPLTRD00098|1,91
SMPLTRD00099|1,__NONE__
SMPLTRD00100|1,__NONE__
SMPLTRD00101|1,__NONE__
SMPLTRD00102|1,__NONE__
SMPLTRD00103|1,__NONE__
SMPLTRD00104|1,__NONE__
SMPLTRD00105|1,__NONE__
SMPLTRD00106|1,__NONE__
SMPLTRD00107|1,__NONE__
SMPLTRD00108|1,__NONE__
SMPLTRD00109|1,__NONE__
SMPLTRD00110|1,__NONE__
SMPLTRD00111|1,__NONE__
SMPLTRD00112|1,__NONE__
SMPLTRD00113|1,__NONE__
SMPLTRD00114|1,__NONE__
SMPLTRD00115|1,__NONE__
SMPLTRD00116|1,__NONE__
SMPLTRD00117|1,__NONE__
SMPLTRD00118|1,9G
SMPLTRD00119|1,__NONE__
SMPLTRD00120|1,91
SMPLTRD00121|1,__NONE__
SMPLTRD00122|1,__NONE__
SMPLTRD00123|1,__NONE__
SMPLTRD00124|1,__NONE__
SMPLTRD00125|1,__NONE__
SMPLTRD00126|1,__NONE__
SMPLTRD00127|1,__NONE__
SMPLTRD00128|1,__NONE__
SMPLTRD00129|1,__NONE__
SMPLTRD00130|1,__NONE__
SMPLTRD00131|1,__NONE__
SMPLTRD00132|1,__NONE__
SMPLTRD00133|1,__NONE__
SMPLTRD00134|1,__NONE__
SMPLTRD00135|1,__NONE__
SMPLTRD00136|1,__NONE__
SMPLTRD00137|1,__NONE__
SMPLTRD00138|1,__NONE__
SMPLTRD00139|1,__NONE__
SMPLTRD00140|1,__NONE__
SMPLTRD00141|1,__NONE__
SMPLTRD00142|1,__NONE__
SMPLTRD00143|1,__NONE__
SMPLTRD00144|1,__NONE__
SMPLTRD00145|1,__NONE__
SMPLTRD00146|1,91
SMPLTRD00147|1,__NONE__
SMPLTRD00148|1,__NONE__
SMPLTRD00149|1,__NONE__
SMPLTRD00150|1,__NONE__
SMPLTRD00151|1,__NONE__
SMPLTRD00152|1,__NONE__
SMPLTRD00153|1,__NONE__
SMPLTRD00154|1,__NONE__
SMPLTRD00155|1,__NONE__
SMPLTRD00156|1,__NONE__
SMPLTRD00157|1,__NONE__
SMPLTRD00158|1,__NONE__
SMPLTRD00159|1,__NONE__
SMPLTRD00160|1,__NONE__
SMPLTRD00161|1,__NONE__
SMPLTRD00162|1,__NONE__
SMPLTRD00163|1,__NONE__
SMPLTRD00164|1,__NONE__
SMPLTRD00165|1,__NONE__
SMPLTRD00166|1,__NONE__
SMPLTRD00167|1,__NONE__
SMPLTRD00168|1,__NONE__
SMPLTRD00169|1,__NONE__
SMPLTRD00170|1,__NONE__
SMPLTRD00171|1,__NONE__
SMPLTRD00172|1,__NONE__
SMPLTRD00173|1,__NONE__
SMPLTRD00174|1,__NONE__
SMPLTRD00175|1,91
SMPLTRD00176|1,__NONE__
SMPLTRD00177|1,__NONE__
SMPLTRD00178|1,__NONE__
SMPLTRD00179|1,__NONE__
SMPLTRD00180|1,__NONE__
SMPLTRD00181|1,__NONE__
SMPLTRD00182|1,__NONE__
SMPLTRD00183|1,__NONE__
SMPLTRD00184|1,9X
SMPLTRD00185|1,__NONE__
SMPLTRD00186|1,__NONE__
SMPLTRD00187|1,__NONE__
SMPLTRD00188|1,__NONE__
SMPLTRD00189|1,__NONE__
SMPLTRD00190|1,__NONE__
SMPLTRD00191|1,__NONE__
SMPLTRD00192|1,__NONE__
SMPLTRD00193|1,__NONE__
SMPLTRD00194|1,__NONE__
SMPLTRD00195|1,__NONE__
SMPLTRD00196|1,__NONE__
SMPLTRD00197|1,__NONE__
SMPLTRD00198|1,__NONE__
SMPLTRD00199|1,__NONE__
SMPLTRD00200|1,__NONE__
SMPLTRD00201|1,91
SMPLTRD00202|1,__NONE__
SMPLTRD00203|1,__NONE__
SMPLTRD00204|1,__NONE__
SMPLTRD00205|1,__NONE__
SMPLTRD00206|1,__NONE__
SMPLTRD00207|1,__NONE__
SMPLTRD00208|1,__NONE__
SMPLTRD00209|1,__NONE__
SMPLTRD00210|1,__NONE__
SMPLTRD00211|1,__NONE__
SMPLTRD00212|1,__NONE__
SMPLTRD00213|1,__NONE__
SMPLTRD00214|1,__NONE__
SMPLTRD00215|1,__NONE__
SMPLTRD00216|1,9X
SMPLTRD00217|1,__NONE__
