from_id,to_id
SMPLTRD00103|1,SMPLACCT-1101
SMPLTRD00104|1,SMPLACCT-1105
SMPLTRD00105|1,SMPLACCT-1103
SMPLTRD00106|1,SMPLACCT-1108
SMPLTRD00107|1,SMPLACCT-1106
SMPLTRD00108|1,SMPLACCT-1107
SMPLTRD00109|1,SMPLACCT-1108
SMPLTRD00110|1,SMPLACCT-1106
SMPLTRD00111|1,SMPLACCT-1107
SMPLTRD00112|1,SMPLACCT-1108
SMPLTRD00113|1,SMPLACCT-1106
SMPLTRD00114|1,SMPLACCT-1107
SMPLTRD00115|1,SMPLACCT-1108
SMPLTRD00116|1,SMPLACCT-1103
SMPLTRD00117|1,SMPLACCT-1103
SMPLTRD00118|1,SMPLACCT-1108
SMPLTRD00119|1,SMPLACCT-2101
SMPLTRD00120|1,SMPLACCT-2102
SMPLTRD00121|1,SMPLACCT-2103
SMPLTRD00122|1,SMPLACCT-2104
SMPLTRD00123|1,SMPLACCT-2110
SMPLTRD00124|1,SMPLACCT-2111
SMPLTRD00125|1,SMPLACCT-2105
SMPLTRD00126|1,SMPLACCT-2106
SMPLTRD00127|1,SMPLACCT-2107
SMPLTRD00128|1,SMPLACCT-2107
SMPLTRD00129|1,SMPLACCT-2107
SMPLTRD00130|1,SMPLACCT-2105
SMPLTRD00131|1,SMPLACCT-2110
SMPLTRD00132|1,SMPLACCT-2102
SMPLTRD00133|1,SMPLACCT-2105
SMPLTRD00134|1,SMPLACCT-2103
SMPLTRD00135|1,SMPLACCT-2108
SMPLTRD00136|1,SMPLACCT-2106
SMPLTRD00137|1,SMPLACCT-2107
SMPLTRD00138|1,SMPLACCT-2108
SMPLTRD00139|1,SMPLACCT-2106
SMPLTRD00140|1,SMPLACCT-2107
SMPLTRD00141|1,SMPLACCT-2108
SMPLTRD00142|1,SMPLACCT-2106
SMPLTRD00143|1,SMPLACCT-2107
SMPLTRD00144|1,SMPLACCT-2108
SMPLTRD00145|1,SMPLACCT-2106
SMPLTRD00146|1,SMPLACCT-2103
SMPLTRD00147|1,SMPLACCT-2108
SMPLTRD00148|1,SMPLACCT-2101
SMPLTRD00149|1,SMPLACCT-2102
SMPLTRD00150|1,SMPLACCT-2103
SMPLTRD00151|1,SMPLACCT-2104
SMPLTRD00152|1,SMPLACCT-2105
SMPLTRD00153|1,SMPLACCT-2106
SMPLTRD00154|1,SMPLACCT-2107
SMPLTRD00155|1,SMPLACCT-2107
SMPLTRD00156|1,SMPLACCT-2107
SMPLTRD00157|1,SMPLACCT-2107
SMPLTRD00158|1,SMPLACCT-2105
SMPLTRD00159|1,SMPLACCT-2105
SMPLTRD00160|1,SMPLACCT-2110
SMPLTRD00161|1,SMPLACCT-2101
SMPLTRD00162|1,SMPLACCT-2101
SMPLTRD00163|1,SMPLACCT-2101
SMPLTRD00164|1,SMPLACCT-2105
SMPLTRD00165|1,SMPLACCT-2103
SMPLTRD00166|1,SMPLACCT-2108
SMPLTRD00167|1,SMPLACCT-2106
SMPLTRD00168|1,SMPLACCT-2107
SMPLTRD00169|1,SMPLACCT-2108
SMPLTRD00170|1,SMPLACCT-2106
SMPLTRD00171|1,SMPLACCT-2107
SMPLTRD00172|1,SMPLACCT-2108
SMPLTRD00173|1,SMPLACCT-2106
SMPLTRD00174|1,SMPLACCT-2103
SMPLTRD00175|1,SMPLACCT-2103
SMPLTRD00176|1,SMPLACCT-2108
SMPLTRD00177|1,SMPLACCT-2101
SMPLTRD00178|1,SMPLACCT-2102
SMPLTRD00179|1,SMPLACCT-2103
SMPLTRD00180|1,SMPLACCT-2104
SMPLTRD00181|1,SMPLACCT-2109
SMPLTRD00182|1,SMPLACCT-2111
SMPLTRD00183|1,SMPLACCT-2105
SMPLTRD00184|1,SMPLACCT-2106
SMPLTRD00185|1,SMPLACCT-2107
SMPLTRD00186|1,SMPLACCT-2107
SMPLTRD00187|1,SMPLACCT-2107
SMPLTRD00188|1,SMPLACCT-2107
SMPLTRD00189|1,SMPLACCT-2107
SMPLTRD00190|1,SMPLACCT-2107
SMPLTRD00191|1,SMPLACCT-2105
SMPLTRD00192|1,SMPLACCT-2105
SMPLTRD00193|1,SMPLACCT-2105
SMPLTRD00194|1,SMPLACCT-2110
SMPLTRD00195|1,SMPLACCT-2102
SMPLTRD00196|1,SMPLACCT-2105
SMPLTRD00197|1,SMPLACCT-2103
SMPLTRD00198|1,SMPLACCT-2108
SMPLTRD00199|1,SMPLACCT-2106
SMPLTRD00200|1,SMPLACCT-2107
SMPLTRD00201|1,SMPLACCT-2108
SMPLTRD00202|1,SMPLACCT-2106
SMPLTRD00203|1,SMPLACCT-2107
SMPLTRD00204|1,SMPLACCT-2108
SMPLTRD00205|1,SMPLACCT-2106
SMPLTRD00206|1,SMPLACCT-2107
SMPLTRD00207|1,SMPLACCT-2108
SMPLTRD00208|1,SMPLACCT-2106
SMPLTRD00209|1,SMPLACCT-2107
SMPLTRD00210|1,SMPLACCT-2103
SMPLTRD00211|1,SMPLACCT-2103
SMPLTRD00212|1,SMPLACCT-2108
SMPLTRD00213|1,SMPLACCT-2101
SMPLTRD00214|1,SMPLACCT-2102
SMPLTRD00215|1,SMPLACCT-2103
SMPLTRD00216|1,SMPLACCT-2109
SMPLTRD00217|1,SMPLACCT-2111
SMPLTRD00218|1,SMPLACCT-2105
SMPLTRD00219|1,SMPLACCT-2106
SMPLTRD00220|1,SMPLACCT-2107
SMPLTRD00221|1,SMPLACCT-2107
SMPLTRD00222|1,SMPLACCT-2107
SMPLTRD00223|1,SMPLACCT-2107
SMPLTRD00224|1,SMPLACCT-2107
SMPLTRD00225|1,SMPLACCT-2105
SMPLTRD00226|1,SMPLACCT-2105
SMPLTRD00227|1,SMPLACCT-2110
SMPLTRD00228|1,SMPLACCT-2105
SMPLTRD00229|1,SMPLACCT-2103
SMPLTRD00230|1,SMPLACCT-2108
SMPLTRD00231|1,SMPLACCT-2106
SMPLTRD00232|1,SMPLACCT-2107
SMPLTRD00233|1,SMPLACCT-2108
SMPLTRD00234|1,SMPLACCT-2106
SMPLTRD00235|1,SMPLACCT-2107
SMPLTRD00236|1,SMPLACCT-2108
SMPLTRD00237|1,SMPLACCT-2106
SMPLTRD00238|1,SMPLACCT-2107
SMPLTRD00239|1,SMPLACCT-2108
SMPLTRD00240|1,SMPLACCT-2106
SMPLTRD00241|1,SMPLACCT-2107
SMPLTRD00242|1,SMPLACCT-2103
SMPLTRD00243|1,SMPLACCT-2103
SMPLTRD00244|1,SMPLACCT-2108
SMPLTRD00245|1,SMPLACCT-3101
SMPLTRD00246|1,SMPLACCT-3102
SMPLTRD00247|1,SMPLACCT-3103
SMPLTRD00248|1,SMPLACCT-3104
SMPLTRD00249|1,SMPLACCT-3110
SMPLTRD00250|1,SMPLACCT-3111
SMPLTRD00251|1,SMPLACCT-3103
SMPLTRD00252|1,SMPLACCT-3105
SMPLTRD00253|1,SMPLACCT-3106
SMPLTRD00254|1,SMPLACCT-3107
SMPLTRD00255|1,SMPLACCT-3107
SMPLTRD00256|1,SMPLACCT-3107
SMPLTRD00257|1,SMPLACCT-3107
SMPLTRD00258|1,SMPLACCT-3105
SMPLTRD00259|1,SMPLACCT-3102
SMPLTRD00260|1,SMPLACCT-3105
SMPLTRD00261|1,SMPLACCT-3103
SMPLTRD00262|1,SMPLACCT-3108
SMPLTRD00263|1,SMPLACCT-3106
SMPLTRD00264|1,SMPLACCT-3107
SMPLTRD00265|1,SMPLACCT-3108
SMPLTRD00266|1,SMPLACCT-3106
SMPLTRD00267|1,SMPLACCT-3107
SMPLTRD00268|1,SMPLACCT-3108
SMPLTRD00269|1,SMPLACCT-3106
SMPLTRD00270|1,SMPLACCT-3107
SMPLTRD00271|1,SMPLACCT-3108
SMPLTRD00272|1,SMPLACCT-3106
SMPLTRD00273|1,SMPLACCT-3107
SMPLTRD00274|1,SMPLACCT-3108
SMPLTRD00275|1,SMPLACCT-3103
SMPLTRD00276|1,SMPLACCT-3106
SMPLTRD00277|1,SMPLACCT-3107
SMPLTRD00278|1,SMPLACCT-3108
SMPLTRD00279|1,SMPLACCT-3104
SMPLTRD00280|1,SMPLACCT-3101
SMPLTRD00281|1,SMPLACCT-3102
SMPLTRD00282|1,SMPLACCT-3103
SMPLTRD00283|1,SMPLACCT-3104
SMPLTRD00284|1,SMPLACCT-3103
SMPLTRD00285|1,SMPLACCT-3105
SMPLTRD00286|1,SMPLACCT-3106
SMPLTRD00287|1,SMPLACCT-3107
SMPLTRD00288|1,SMPLACCT-3107
SMPLTRD00289|1,SMPLACCT-3107
SMPLTRD00290|1,SMPLACCT-3107
SMPLTRD00291|1,SMPLACCT-3107
SMPLTRD00292|1,SMPLACCT-3105
SMPLTRD00293|1,SMPLACCT-3105
SMPLTRD00294|1,SMPLACCT-3101
SMPLTRD00295|1,SMPLACCT-3101
SMPLTRD00296|1,SMPLACCT-3101
SMPLTRD00297|1,SMPLACCT-3105
SMPLTRD00298|1,SMPLACCT-3103
SMPLTRD00299|1,SMPLACCT-3108
SMPLTRD00300|1,SMPLACCT-3106
SMPLTRD00301|1,SMPLACCT-3107
SMPLTRD00302|1,SMPLACCT-3108
SMPLTRD00303|1,SMPLACCT-3106
SMPLTRD00304|1,SMPLACCT-3107
SMPLTRD00305|1,SMPLACCT-3108
SMPLTRD00306|1,SMPLACCT-3106
SMPLTRD00307|1,SMPLACCT-3107
SMPLTRD00308|1,SMPLACCT-3108
SMPLTRD00309|1,SMPLACCT-3103
SMPLTRD00310|1,SMPLACCT-3103
SMPLTRD00311|1,SMPLACCT-3106
SMPLTRD00312|1,SMPLACCT-3107
SMPLTRD00313|1,SMPLACCT-3108
SMPLTRD00314|1,SMPLACCT-3101
SMPLTRD00315|1,SMPLACCT-3102
SMPLTRD00316|1,SMPLACCT-3103
SMPLTRD00317|1,SMPLACCT-3104
SMPLTRD00318|1,SMPLACCT-3109
SMPLTRD00319|1,SMPLACCT-3111
SMPLTRD00320|1,SMPLACCT-3103
SMPLTRD00321|1,SMPLACCT-3105
SMPLTRD00322|1,SMPLACCT-3106
SMPLTRD00323|1,SMPLACCT-3107
SMPLTRD00324|1,SMPLACCT-3107
SMPLTRD00325|1,SMPLACCT-3107
SMPLTRD00326|1,SMPLACCT-3107
SMPLTRD00327|1,SMPLACCT-3107
SMPLTRD00328|1,SMPLACCT-3107
SMPLTRD00329|1,SMPLACCT-3107
SMPLTRD00330|1,SMPLACCT-3105
SMPLTRD00331|1,SMPLACCT-3105
SMPLTRD00332|1,SMPLACCT-3105
SMPLTRD00333|1,SMPLACCT-3102
SMPLTRD00334|1,SMPLACCT-3105
SMPLTRD00335|1,SMPLACCT-3103
SMPLTRD00336|1,SMPLACCT-3108
SMPLTRD00337|1,SMPLACCT-3106
SMPLTRD00338|1,SMPLACCT-3107
SMPLTRD00339|1,SMPLACCT-3108
SMPLTRD00340|1,SMPLACCT-3106
SMPLTRD00341|1,SMPLACCT-3107
SMPLTRD00342|1,SMPLACCT-3108
SMPLTRD00343|1,SMPLACCT-3106
SMPLTRD00344|1,SMPLACCT-3107
SMPLTRD00345|1,SMPLACCT-3108
SMPLTRD00346|1,SMPLACCT-3106
SMPLTRD00347|1,SMPLACCT-3107
SMPLTRD00348|1,SMPLACCT-3108
SMPLTRD00349|1,SMPLACCT-3106
SMPLTRD00350|1,SMPLACCT-3103
SMPLTRD00351|1,SMPLACCT-3103
SMPLTRD00352|1,SMPLACCT-3106
SMPLTRD00353|1,SMPLACCT-3107
SMPLTRD00354|1,SMPLACCT-3108
SMPLTRD00355|1,SMPLACCT-3101
SMPLTRD00356|1,SMPLACCT-3102
SMPLTRD00357|1,SMPLACCT-3103
SMPLTRD00358|1,SMPLACCT-3109
SMPLTRD00359|1,SMPLACCT-3111
SMPLTRD00360|1,SMPLACCT-3103
SMPLTRD00361|1,SMPLACCT-3105
SMPLTRD00362|1,SMPLACCT-3106
SMPLTRD00363|1,SMPLACCT-3107
SMPLTRD00364|1,SMPLACCT-3107
SMPLTRD00365|1,SMPLACCT-3107
SMPLTRD00366|1,SMPLACCT-3107
SMPLTRD00367|1,SMPLACCT-3107
SMPLTRD00368|1,SMPLACCT-3107
SMPLTRD00369|1,SMPLACCT-3105
SMPLTRD00370|1,SMPLACCT-3105
SMPLTRD00371|1,SMPLACCT-3105
SMPLTRD00372|1,SMPLACCT-3105
SMPLTRD00373|1,SMPLACCT-3105
SMPLTRD00374|1,SMPLACCT-3103
SMPLTRD00375|1,SMPLACCT-3108
SMPLTRD00376|1,SMPLACCT-3106
SMPLTRD00377|1,SMPLACCT-3107
SMPLTRD00378|1,SMPLACCT-3108
SMPLTRD00379|1,SMPLACCT-3106
SMPLTRD00380|1,SMPLACCT-3107
SMPLTRD00381|1,SMPLACCT-3108
SMPLTRD00382|1,SMPLACCT-3106
SMPLTRD00383|1,SMPLACCT-3107
SMPLTRD00384|1,SMPLACCT-3108
SMPLTRD00385|1,SMPLACCT-3106
SMPLTRD00386|1,SMPLACCT-3107
SMPLTRD00387|1,SMPLACCT-3108
SMPLTRD00388|1,SMPLACCT-3106
SMPLTRD00389|1,SMPLACCT-3103
SMPLTRD00390|1,SMPLACCT-3103
SMPLTRD00391|1,SMPLACCT-3106
SMPLTRD00392|1,SMPLACCT-3107
SMPLTRD00393|1,SMPLACCT-3108
