from_id,to_id
v1|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v1|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
v1|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v2|SMPL001|202604|202605,SMPL001|202604|202605|structured_products|ONE_TIME|1
v2|SMPL001|202604|202605,SMPL001|202604|202605|alternative_investments|TIMING|1
v2|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v2|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v2|SMPL001|202604|202605,SMPL001|202604|202605|equities|VOLUME|1
v2|SMPL001|202605|202606,SMPL001|202605|202606|structured_products|ONE_TIME|1
v2|SMPL001|202605|202606,SMPL001|202605|202606|alternative_investments|TIMING|1
v2|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v2|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|2
v2|SMPL001|202605|202606,SMPL001|202605|202606|equities|VOLUME|1
v2|SMPL002|202604|202605,SMPL002|202604|202605|structured_products|ONE_TIME|1
v2|SMPL002|202604|202605,SMPL002|202604|202605|alternative_investments|TIMING|1
v2|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v2|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v2|SMPL002|202604|202605,SMPL002|202604|202605|equities|VOLUME|1
v2|SMPL002|202605|202606,SMPL002|202605|202606|structured_products|ONE_TIME|1
v2|SMPL002|202605|202606,SMPL002|202605|202606|alternative_investments|TIMING|1
v2|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v2|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|FEE_RATE|2
v2|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v2|SMPL003|202604|202605,SMPL003|202604|202605|structured_products|ONE_TIME|1
v2|SMPL003|202604|202605,SMPL003|202604|202605|alternative_investments|TIMING|1
v2|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v2|SMPL003|202604|202605,SMPL003|202604|202605|annuities|LOST_ACCOUNT|1
v2|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v2|SMPL003|202605|202606,SMPL003|202605|202606|structured_products|ONE_TIME|1
v2|SMPL003|202605|202606,SMPL003|202605|202606|alternative_investments|TIMING|1
v2|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v2|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
v2|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v3|SMPL001|202604|202605,SMPL001|202604|202605|structured_products|ONE_TIME|1
v3|SMPL001|202604|202605,SMPL001|202604|202605|alternative_investments|TIMING|1
v3|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v3|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v3|SMPL001|202604|202605,SMPL001|202604|202605|equities|VOLUME|1
v3|SMPL001|202605|202606,SMPL001|202605|202606|structured_products|ONE_TIME|1
v3|SMPL001|202605|202606,SMPL001|202605|202606|alternative_investments|TIMING|1
v3|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v3|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|2
v3|SMPL001|202605|202606,SMPL001|202605|202606|equities|VOLUME|1
v3|SMPL002|202604|202605,SMPL002|202604|202605|structured_products|ONE_TIME|1
v3|SMPL002|202604|202605,SMPL002|202604|202605|alternative_investments|TIMING|1
v3|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v3|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v3|SMPL002|202604|202605,SMPL002|202604|202605|equities|VOLUME|1
v3|SMPL002|202605|202606,SMPL002|202605|202606|structured_products|ONE_TIME|1
v3|SMPL002|202605|202606,SMPL002|202605|202606|alternative_investments|TIMING|1
v3|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v3|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|FEE_RATE|2
v3|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v3|SMPL003|202604|202605,SMPL003|202604|202605|structured_products|ONE_TIME|1
v3|SMPL003|202604|202605,SMPL003|202604|202605|alternative_investments|TIMING|1
v3|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v3|SMPL003|202604|202605,SMPL003|202604|202605|annuities|LOST_ACCOUNT|1
v3|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v3|SMPL003|202605|202606,SMPL003|202605|202606|structured_products|ONE_TIME|1
v3|SMPL003|202605|202606,SMPL003|202605|202606|alternative_investments|TIMING|1
v3|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v3|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
v3|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v4|SMPL001|202604|202605,SMPL001|202604|202605|structured_products|ONE_TIME|1
v4|SMPL001|202604|202605,SMPL001|202604|202605|alternative_investments|TIMING|1
v4|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v4|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v4|SMPL001|202604|202605,SMPL001|202604|202605|equities|VOLUME|1
v4|SMPL001|202605|202606,SMPL001|202605|202606|structured_products|ONE_TIME|1
v4|SMPL001|202605|202606,SMPL001|202605|202606|alternative_investments|TIMING|1
v4|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v4|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|2
v4|SMPL001|202605|202606,SMPL001|202605|202606|equities|VOLUME|1
v4|SMPL002|202604|202605,SMPL002|202604|202605|structured_products|ONE_TIME|1
v4|SMPL002|202604|202605,SMPL002|202604|202605|alternative_investments|TIMING|1
v4|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v4|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v4|SMPL002|202604|202605,SMPL002|202604|202605|equities|VOLUME|1
v4|SMPL002|202605|202606,SMPL002|202605|202606|structured_products|ONE_TIME|1
v4|SMPL002|202605|202606,SMPL002|202605|202606|alternative_investments|TIMING|1
v4|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v4|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|FEE_RATE|2
v4|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v4|SMPL003|202604|202605,SMPL003|202604|202605|structured_products|ONE_TIME|1
v4|SMPL003|202604|202605,SMPL003|202604|202605|alternative_investments|TIMING|1
v4|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v4|SMPL003|202604|202605,SMPL003|202604|202605|annuities|LOST_ACCOUNT|1
v4|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v4|SMPL003|202605|202606,SMPL003|202605|202606|structured_products|ONE_TIME|1
v4|SMPL003|202605|202606,SMPL003|202605|202606|alternative_investments|TIMING|1
v4|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v4|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
v4|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v5|SMPL001|202604|202605,SMPL001|202604|202605|structured_products|ONE_TIME|1
v5|SMPL001|202604|202605,SMPL001|202604|202605|alternative_investments|TIMING|1
v5|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v5|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v5|SMPL001|202604|202605,SMPL001|202604|202605|equities|VOLUME|1
v5|SMPL001|202605|202606,SMPL001|202605|202606|structured_products|ONE_TIME|1
v5|SMPL001|202605|202606,SMPL001|202605|202606|alternative_investments|TIMING|1
v5|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v5|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|2
v5|SMPL001|202605|202606,SMPL001|202605|202606|equities|VOLUME|1
v5|SMPL002|202604|202605,SMPL002|202604|202605|structured_products|ONE_TIME|1
v5|SMPL002|202604|202605,SMPL002|202604|202605|alternative_investments|TIMING|1
v5|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v5|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v5|SMPL002|202604|202605,SMPL002|202604|202605|equities|VOLUME|1
v5|SMPL002|202605|202606,SMPL002|202605|202606|structured_products|ONE_TIME|1
v5|SMPL002|202605|202606,SMPL002|202605|202606|alternative_investments|TIMING|1
v5|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v5|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|FEE_RATE|2
v5|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v5|SMPL003|202604|202605,SMPL003|202604|202605|structured_products|ONE_TIME|1
v5|SMPL003|202604|202605,SMPL003|202604|202605|alternative_investments|TIMING|1
v5|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v5|SMPL003|202604|202605,SMPL003|202604|202605|annuities|LOST_ACCOUNT|1
v5|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v5|SMPL003|202605|202606,SMPL003|202605|202606|structured_products|ONE_TIME|1
v5|SMPL003|202605|202606,SMPL003|202605|202606|alternative_investments|TIMING|1
v5|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v5|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
v5|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v6|SMPL001|202604|202605,SMPL001|202604|202605|structured_products|ONE_TIME|1
v6|SMPL001|202604|202605,SMPL001|202604|202605|alternative_investments|TIMING|1
v6|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v6|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v6|SMPL001|202604|202605,SMPL001|202604|202605|equities|VOLUME|1
v6|SMPL001|202605|202606,SMPL001|202605|202606|structured_products|ONE_TIME|1
v6|SMPL001|202605|202606,SMPL001|202605|202606|alternative_investments|TIMING|1
v6|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|ELIGIBILITY|1
v6|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|2
v6|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v6|SMPL002|202604|202605,SMPL002|202604|202605|structured_products|ONE_TIME|1
v6|SMPL002|202604|202605,SMPL002|202604|202605|alternative_investments|TIMING|1
v6|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v6|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v6|SMPL002|202604|202605,SMPL002|202604|202605|equities|VOLUME|1
v6|SMPL002|202605|202606,SMPL002|202605|202606|structured_products|ONE_TIME|1
v6|SMPL002|202605|202606,SMPL002|202605|202606|alternative_investments|TIMING|1
v6|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v6|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|FEE_RATE|2
v6|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v6|SMPL003|202604|202605,SMPL003|202604|202605|structured_products|ONE_TIME|1
v6|SMPL003|202604|202605,SMPL003|202604|202605|alternative_investments|TIMING|1
v6|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v6|SMPL003|202604|202605,SMPL003|202604|202605|annuities|LOST_ACCOUNT|1
v6|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v6|SMPL003|202605|202606,SMPL003|202605|202606|structured_products|ONE_TIME|1
v6|SMPL003|202605|202606,SMPL003|202605|202606|alternative_investments|TIMING|1
v6|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v6|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
v6|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v7|SMPL001|202604|202605,SMPL001|202604|202605|structured_products|ONE_TIME|1
v7|SMPL001|202604|202605,SMPL001|202604|202605|alternative_investments|TIMING|1
v7|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v7|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v7|SMPL001|202604|202605,SMPL001|202604|202605|equities|VOLUME|1
v7|SMPL001|202605|202606,SMPL001|202605|202606|structured_products|ONE_TIME|1
v7|SMPL001|202605|202606,SMPL001|202605|202606|alternative_investments|TIMING|1
v7|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|ELIGIBILITY|1
v7|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|2
v7|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v7|SMPL002|202604|202605,SMPL002|202604|202605|structured_products|ONE_TIME|1
v7|SMPL002|202604|202605,SMPL002|202604|202605|alternative_investments|TIMING|1
v7|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v7|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v7|SMPL002|202604|202605,SMPL002|202604|202605|equities|VOLUME|1
v7|SMPL002|202605|202606,SMPL002|202605|202606|structured_products|ONE_TIME|1
v7|SMPL002|202605|202606,SMPL002|202605|202606|alternative_investments|TIMING|1
v7|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v7|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|FEE_RATE|2
v7|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v7|SMPL003|202604|202605,SMPL003|202604|202605|structured_products|ONE_TIME|1
v7|SMPL003|202604|202605,SMPL003|202604|202605|alternative_investments|TIMING|1
v7|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v7|SMPL003|202604|202605,SMPL003|202604|202605|annuities|LOST_ACCOUNT|1
v7|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v7|SMPL003|202605|202606,SMPL003|202605|202606|structured_products|ONE_TIME|1
v7|SMPL003|202605|202606,SMPL003|202605|202606|alternative_investments|TIMING|1
v7|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v7|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
v7|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v8|SMPL001|202604|202605,SMPL001|202604|202605|structured_products|ONE_TIME|1
v8|SMPL001|202604|202605,SMPL001|202604|202605|alternative_investments|TIMING|1
v8|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v8|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v8|SMPL001|202604|202605,SMPL001|202604|202605|equities|VOLUME|1
v8|SMPL001|202605|202606,SMPL001|202605|202606|structured_products|ONE_TIME|1
v8|SMPL001|202605|202606,SMPL001|202605|202606|alternative_investments|TIMING|1
v8|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|ELIGIBILITY|1
v8|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|2
v8|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v8|SMPL002|202604|202605,SMPL002|202604|202605|structured_products|ONE_TIME|1
v8|SMPL002|202604|202605,SMPL002|202604|202605|alternative_investments|TIMING|1
v8|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v8|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v8|SMPL002|202604|202605,SMPL002|202604|202605|equities|VOLUME|1
v8|SMPL002|202605|202606,SMPL002|202605|202606|structured_products|ONE_TIME|1
v8|SMPL002|202605|202606,SMPL002|202605|202606|alternative_investments|TIMING|1
v8|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v8|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|FEE_RATE|2
v8|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v8|SMPL003|202604|202605,SMPL003|202604|202605|structured_products|ONE_TIME|1
v8|SMPL003|202604|202605,SMPL003|202604|202605|alternative_investments|TIMING|1
v8|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v8|SMPL003|202604|202605,SMPL003|202604|202605|annuities|LOST_ACCOUNT|1
v8|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v8|SMPL003|202605|202606,SMPL003|202605|202606|structured_products|ONE_TIME|1
v8|SMPL003|202605|202606,SMPL003|202605|202606|alternative_investments|TIMING|1
v8|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v8|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
v8|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v9|SMPL001|202604|202605,SMPL001|202604|202605|structured_products|ONE_TIME|1
v9|SMPL001|202604|202605,SMPL001|202604|202605|alternative_investments|TIMING|1
v9|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v9|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v9|SMPL001|202604|202605,SMPL001|202604|202605|equities|VOLUME|1
v9|SMPL001|202605|202606,SMPL001|202605|202606|structured_products|ONE_TIME|1
v9|SMPL001|202605|202606,SMPL001|202605|202606|alternative_investments|TIMING|1
v9|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|ELIGIBILITY|1
v9|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|2
v9|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v9|SMPL002|202604|202605,SMPL002|202604|202605|structured_products|ONE_TIME|1
v9|SMPL002|202604|202605,SMPL002|202604|202605|alternative_investments|TIMING|1
v9|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v9|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v9|SMPL002|202604|202605,SMPL002|202604|202605|equities|VOLUME|1
v9|SMPL002|202605|202606,SMPL002|202605|202606|structured_products|ONE_TIME|1
v9|SMPL002|202605|202606,SMPL002|202605|202606|alternative_investments|TIMING|1
v9|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v9|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|FEE_RATE|2
v9|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v9|SMPL003|202604|202605,SMPL003|202604|202605|structured_products|ONE_TIME|1
v9|SMPL003|202604|202605,SMPL003|202604|202605|alternative_investments|TIMING|1
v9|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v9|SMPL003|202604|202605,SMPL003|202604|202605|annuities|LOST_ACCOUNT|1
v9|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v9|SMPL003|202605|202606,SMPL003|202605|202606|structured_products|ONE_TIME|1
v9|SMPL003|202605|202606,SMPL003|202605|202606|alternative_investments|TIMING|1
v9|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v9|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
v9|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v10|SMPL001|202604|202605,SMPL001|202604|202605|structured_products|ONE_TIME|1
v10|SMPL001|202604|202605,SMPL001|202604|202605|alternative_investments|TIMING|1
v10|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v10|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v10|SMPL001|202604|202605,SMPL001|202604|202605|equities|VOLUME|1
v10|SMPL001|202605|202606,SMPL001|202605|202606|structured_products|ONE_TIME|1
v10|SMPL001|202605|202606,SMPL001|202605|202606|alternative_investments|TIMING|1
v10|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|ELIGIBILITY|1
v10|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|2
v10|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v10|SMPL002|202604|202605,SMPL002|202604|202605|structured_products|ONE_TIME|1
v10|SMPL002|202604|202605,SMPL002|202604|202605|alternative_investments|TIMING|1
v10|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v10|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v10|SMPL002|202604|202605,SMPL002|202604|202605|equities|VOLUME|1
v10|SMPL002|202605|202606,SMPL002|202605|202606|structured_products|ONE_TIME|1
v10|SMPL002|202605|202606,SMPL002|202605|202606|alternative_investments|TIMING|1
v10|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v10|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|FEE_RATE|2
v10|SMPL002|202605|202606,SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v10|SMPL003|202604|202605,SMPL003|202604|202605|structured_products|ONE_TIME|1
v10|SMPL003|202604|202605,SMPL003|202604|202605|alternative_investments|TIMING|1
v10|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1
v10|SMPL003|202604|202605,SMPL003|202604|202605|annuities|LOST_ACCOUNT|1
v10|SMPL003|202604|202605,SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v10|SMPL003|202605|202606,SMPL003|202605|202606|structured_products|ONE_TIME|1
v10|SMPL003|202605|202606,SMPL003|202605|202606|alternative_investments|TIMING|1
v10|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
v10|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
v10|SMPL003|202605|202606,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v11|SMPL001|202604|202605,SMPL001|202604|202605|structured_products|ONE_TIME|1
v11|SMPL001|202604|202605,SMPL001|202604|202605|alternative_investments|TIMING|1
v11|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|BASELINE_LIMITED|1
v11|SMPL001|202604|202605,SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2
v11|SMPL001|202604|202605,SMPL001|202604|202605|equities|VOLUME|1
v11|SMPL001|202605|202606,SMPL001|202605|202606|structured_products|ONE_TIME|1
v11|SMPL001|202605|202606,SMPL001|202605|202606|alternative_investments|TIMING|1
v11|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|ELIGIBILITY|1
v11|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|2
v11|SMPL001|202605|202606,SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|3
v11|SMPL002|202604|202605,SMPL002|202604|202605|structured_products|ONE_TIME|1
v11|SMPL002|202604|202605,SMPL002|202604|202605|alternative_investments|TIMING|1
v11|SMPL002|202604|202605,SMPL002|202604|202605|unified_managed_account|BASELINE_LIMITED|1
