from_id,to_id
SMPLTRD00118|1,SMPL002
SMPLTRD00119|1,SMPL002
SMPLTRD00120|1,SMPL002
SMPLTRD00121|1,SMPL002
SMPLTRD00122|1,SMPL002
SMPLTRD00123|1,SMPL002
SMPLTRD00124|1,SMPL002
SMPLTRD00125|1,SMPL002
SMPLTRD00126|1,SMPL002
SMPLTRD00127|1,SMPL002
SMPLTRD00128|1,SMPL002
SMPLTRD00129|1,SMPL002
SMPLTRD00130|1,SMPL002
SMPLTRD00131|1,SMPL002
SMPLTRD00132|1,SMPL002
SMPLTRD00133|1,SMPL002
SMPLTRD00134|1,SMPL002
SMPLTRD00135|1,SMPL002
SMPLTRD00136|1,SMPL002
SMPLTRD00137|1,SMPL002
SMPLTRD00138|1,SMPL003
SMPLTRD00139|1,SMPL003
SMPLTRD00140|1,SMPL003
SMPLTRD00141|1,SMPL003
SMPLTRD00142|1,SMPL003
SMPLTRD00143|1,SMPL003
SMPLTRD00144|1,SMPL003
SMPLTRD00145|1,SMPL003
SMPLTRD00146|1,SMPL003
SMPLTRD00147|1,SMPL003
SMPLTRD00148|1,SMPL003
SMPLTRD00149|1,SMPL003
SMPLTRD00150|1,SMPL003
SMPLTRD00151|1,SMPL003
SMPLTRD00152|1,SMPL003
SMPLTRD00153|1,SMPL003
SMPLTRD00154|1,SMPL003
SMPLTRD00155|1,SMPL003
SMPLTRD00156|1,SMPL003
SMPLTRD00157|1,SMPL003
SMPLTRD00158|1,SMPL003
SMPLTRD00159|1,SMPL003
SMPLTRD00160|1,SMPL003
SMPLTRD00161|1,SMPL003
SMPLTRD00162|1,SMPL003
SMPLTRD00163|1,SMPL003
SMPLTRD00164|1,SMPL003
SMPLTRD00165|1,SMPL003
SMPLTRD00166|1,SMPL003
SMPLTRD00167|1,SMPL003
SMPLTRD00168|1,SMPL003
SMPLTRD00169|1,SMPL003
SMPLTRD00170|1,SMPL003
SMPLTRD00171|1,SMPL003
SMPLTRD00172|1,SMPL003
SMPLTRD00173|1,SMPL003
SMPLTRD00174|1,SMPL003
SMPLTRD00175|1,SMPL003
SMPLTRD00176|1,SMPL003
SMPLTRD00177|1,SMPL003
SMPLTRD00178|1,SMPL003
SMPLTRD00179|1,SMPL003
SMPLTRD00180|1,SMPL003
SMPLTRD00181|1,SMPL003
SMPLTRD00182|1,SMPL003
SMPLTRD00183|1,SMPL003
SMPLTRD00184|1,SMPL003
SMPLTRD00185|1,SMPL003
SMPLTRD00186|1,SMPL003
SMPLTRD00187|1,SMPL003
SMPLTRD00188|1,SMPL003
SMPLTRD00189|1,SMPL003
SMPLTRD00190|1,SMPL003
SMPLTRD00191|1,SMPL003
SMPLTRD00192|1,SMPL003
SMPLTRD00193|1,SMPL003
SMPLTRD00194|1,SMPL003
SMPLTRD00195|1,SMPL003
SMPLTRD00196|1,SMPL003
SMPLTRD00197|1,SMPL003
SMPLTRD00198|1,SMPL003
SMPLTRD00199|1,SMPL003
SMPLTRD00200|1,SMPL003
SMPLTRD00201|1,SMPL003
SMPLTRD00202|1,SMPL003
SMPLTRD00203|1,SMPL003
SMPLTRD00204|1,SMPL003
SMPLTRD00205|1,SMPL003
SMPLTRD00206|1,SMPL003
SMPLTRD00207|1,SMPL003
SMPLTRD00208|1,SMPL003
SMPLTRD00209|1,SMPL003
SMPLTRD00210|1,SMPL003
SMPLTRD00211|1,SMPL003
SMPLTRD00212|1,SMPL003
SMPLTRD00213|1,SMPL003
SMPLTRD00214|1,SMPL003
SMPLTRD00215|1,SMPL003
SMPLTRD00216|1,SMPL003
SMPLTRD00217|1,SMPL003
SMPLTRD00218|1,SMPL003
SMPLTRD00219|1,SMPL003
SMPLTRD00220|1,SMPL003
SMPLTRD00221|1,SMPL003
SMPLTRD00222|1,SMPL003
SMPLTRD00223|1,SMPL003
