from_id,to_id
SMPL001|202604|202605|__TOTAL__|NET_FLOW|2,SMPL001|202604|202605|__TOTAL__
SMPL001|202605|202606|nonrec_structured_products__structured_products|ONE_TIME|1,SMPL001|202605|202606|nonrec_structured_products__structured_products
SMPL001|202605|202606|rec_trails__mac|TIMING|1,SMPL001|202605|202606|rec_trails__mac
SMPL001|202605|202606|rec_managed__unified_managed_account|ELIGIBILITY|1,SMPL001|202605|202606|rec_managed__unified_managed_account
SMPL001|202605|202606|rec_managed__unified_managed_account|BASELINE_LIMITED|2,SMPL001|202605|202606|rec_managed__unified_managed_account
SMPL001|202605|202606|rec_managed__unified_managed_account|MIX|3,SMPL001|202605|202606|rec_managed__unified_managed_account
SMPL001|202605|202606|rec_managed__unified_managed_account|DEAL_SIZE|4,SMPL001|202605|202606|rec_managed__unified_managed_account
SMPL001|202605|202606|rec_managed__unified_managed_account|NEW_ACCOUNT|5,SMPL001|202605|202606|rec_managed__unified_managed_account
SMPL001|202605|202606|rec_managed__unified_managed_account|BILLABLE_DAYS|6,SMPL001|202605|202606|rec_managed__unified_managed_account
SMPL001|202605|202606|nonrec_equities_and_options__equities|VOLUME|1,SMPL001|202605|202606|nonrec_equities_and_options__equities
SMPL001|202605|202606|rec_trails__mutual_funds|CLAWBACK|1,SMPL001|202605|202606|rec_trails__mutual_funds
SMPL001|202605|202606|nonrec_equities_and_options__equities|DEAL_SIZE|2,SMPL001|202605|202606|nonrec_equities_and_options__equities
SMPL001|202605|202606|rec_managed__jpmcap|BILLABLE_DAYS|1,SMPL001|202605|202606|rec_managed__jpmcap
SMPL001|202605|202606|rec_managed__jpmcap|DEAL_SIZE|2,SMPL001|202605|202606|rec_managed__jpmcap
SMPL001|202605|202606|rec_managed__jpmcap|MIX|3,SMPL001|202605|202606|rec_managed__jpmcap
SMPL001|202605|202606|rec_managed__advisory|BILLABLE_DAYS|1,SMPL001|202605|202606|rec_managed__advisory
SMPL001|202605|202606|rec_managed__advisory|DEAL_SIZE|2,SMPL001|202605|202606|rec_managed__advisory
SMPL001|202605|202606|rec_managed__advisory|MIX|3,SMPL001|202605|202606|rec_managed__advisory
SMPL001|202605|202606|rec_trails__mutual_funds|BILLABLE_DAYS|2,SMPL001|202605|202606|rec_trails__mutual_funds
SMPL001|202605|202606|rec_trails__mutual_funds|MIX|3,SMPL001|202605|202606|rec_trails__mutual_funds
SMPL001|202605|202606|rec_cash_management__money_market_funds|BILLABLE_DAYS|1,SMPL001|202605|202606|rec_cash_management__money_market_funds
SMPL001|202605|202606|rec_cash_management__money_market_funds|MIX|2,SMPL001|202605|202606|rec_cash_management__money_market_funds
SMPL001|202605|202606|rec_trails__annuities|BILLABLE_DAYS|1,SMPL001|202605|202606|rec_trails__annuities
SMPL001|202605|202606|rec_trails__annuities|MIX|2,SMPL001|202605|202606|rec_trails__annuities
SMPL001|202605|202606|__TOTAL__|MARKET|1,SMPL001|202605|202606|__TOTAL__
SMPL001|202605|202606|__TOTAL__|NET_FLOW|2,SMPL001|202605|202606|__TOTAL__
SMPL002|202604|202605|nonrec_structured_products__structured_products|ONE_TIME|1,SMPL002|202604|202605|nonrec_structured_products__structured_products
SMPL002|202604|202605|rec_managed__unified_managed_account|VOLUME|1,SMPL002|202604|202605|rec_managed__unified_managed_account
SMPL002|202604|202605|rec_trails__mac|TIMING|1,SMPL002|202604|202605|rec_trails__mac
SMPL002|202604|202605|rec_managed__unified_managed_account|DEAL_SIZE|2,SMPL002|202604|202605|rec_managed__unified_managed_account
SMPL002|202604|202605|rec_managed__unified_managed_account|BILLABLE_DAYS|3,SMPL002|202604|202605|rec_managed__unified_managed_account
SMPL002|202604|202605|rec_managed__unified_managed_account|MIX|4,SMPL002|202604|202605|rec_managed__unified_managed_account
SMPL002|202604|202605|nonrec_equities_and_options__equities|VOLUME|1,SMPL002|202604|202605|nonrec_equities_and_options__equities
SMPL002|202604|202605|rec_trails__mutual_funds|CLAWBACK|1,SMPL002|202604|202605|rec_trails__mutual_funds
SMPL002|202604|202605|rec_managed__jpmcap|BILLABLE_DAYS|1,SMPL002|202604|202605|rec_managed__jpmcap
SMPL002|202604|202605|rec_managed__jpmcap|DEAL_SIZE|2,SMPL002|202604|202605|rec_managed__jpmcap
SMPL002|202604|202605|rec_managed__jpmcap|MIX|3,SMPL002|202604|202605|rec_managed__jpmcap
SMPL002|202604|202605|rec_managed__advisory|BILLABLE_DAYS|1,SMPL002|202604|202605|rec_managed__advisory
SMPL002|202604|202605|rec_managed__advisory|DEAL_SIZE|2,SMPL002|202604|202605|rec_managed__advisory
SMPL002|202604|202605|rec_managed__advisory|MIX|3,SMPL002|202604|202605|rec_managed__advisory
SMPL002|202604|202605|rec_trails__mutual_funds|BILLABLE_DAYS|2,SMPL002|202604|202605|rec_trails__mutual_funds
SMPL002|202604|202605|rec_trails__mutual_funds|MIX|3,SMPL002|202604|202605|rec_trails__mutual_funds
SMPL002|202604|202605|rec_cash_management__money_market_funds|BILLABLE_DAYS|1,SMPL002|202604|202605|rec_cash_management__money_market_funds
SMPL002|202604|202605|rec_cash_management__money_market_funds|MIX|2,SMPL002|202604|202605|rec_cash_management__money_market_funds
SMPL002|202604|202605|rec_trails__annuities|BILLABLE_DAYS|1,SMPL002|202604|202605|rec_trails__annuities
SMPL002|202604|202605|rec_trails__annuities|MIX|2,SMPL002|202604|202605|rec_trails__annuities
SMPL002|202604|202605|nonrec_equities_and_options__equities|DEAL_SIZE|2,SMPL002|202604|202605|nonrec_equities_and_options__equities
SMPL002|202604|202605|__TOTAL__|MARKET|1,SMPL002|202604|202605|__TOTAL__
SMPL002|202604|202605|__TOTAL__|NET_FLOW|2,SMPL002|202604|202605|__TOTAL__
SMPL002|202605|202606|nonrec_structured_products__structured_products|ONE_TIME|1,SMPL002|202605|202606|nonrec_structured_products__structured_products
SMPL002|202605|202606|rec_trails__mac|TIMING|1,SMPL002|202605|202606|rec_trails__mac
SMPL002|202605|202606|rec_managed__unified_managed_account|BASELINE_LIMITED|1,SMPL002|202605|202606|rec_managed__unified_managed_account
SMPL002|202605|202606|rec_managed__unified_managed_account|VOLUME|2,SMPL002|202605|202606|rec_managed__unified_managed_account
SMPL002|202605|202606|rec_managed__unified_managed_account|NEW_ACCOUNT|3,SMPL002|202605|202606|rec_managed__unified_managed_account
SMPL002|202605|202606|rec_managed__unified_managed_account|DEAL_SIZE|4,SMPL002|202605|202606|rec_managed__unified_managed_account
SMPL002|202605|202606|rec_managed__unified_managed_account|MIX|5,SMPL002|202605|202606|rec_managed__unified_managed_account
SMPL002|202605|202606|rec_managed__unified_managed_account|FEE_RATE|6,SMPL002|202605|202606|rec_managed__unified_managed_account
SMPL002|202605|202606|rec_managed__unified_managed_account|BILLABLE_DAYS|7,SMPL002|202605|202606|rec_managed__unified_managed_account
SMPL002|202605|202606|nonrec_equities_and_options__equities|VOLUME|1,SMPL002|202605|202606|nonrec_equities_and_options__equities
SMPL002|202605|202606|rec_trails__mutual_funds|CLAWBACK|1,SMPL002|202605|202606|rec_trails__mutual_funds
SMPL002|202605|202606|rec_managed__jpmcap|BILLABLE_DAYS|1,SMPL002|202605|202606|rec_managed__jpmcap
SMPL002|202605|202606|rec_managed__jpmcap|DEAL_SIZE|2,SMPL002|202605|202606|rec_managed__jpmcap
SMPL002|202605|202606|rec_managed__jpmcap|MIX|3,SMPL002|202605|202606|rec_managed__jpmcap
SMPL002|202605|202606|rec_managed__advisory|BILLABLE_DAYS|1,SMPL002|202605|202606|rec_managed__advisory
SMPL002|202605|202606|rec_managed__advisory|DEAL_SIZE|2,SMPL002|202605|202606|rec_managed__advisory
SMPL002|202605|202606|rec_managed__advisory|MIX|3,SMPL002|202605|202606|rec_managed__advisory
SMPL002|202605|202606|rec_trails__mutual_funds|BILLABLE_DAYS|2,SMPL002|202605|202606|rec_trails__mutual_funds
SMPL002|202605|202606|rec_trails__mutual_funds|MIX|3,SMPL002|202605|202606|rec_trails__mutual_funds
SMPL002|202605|202606|rec_cash_management__money_market_funds|BILLABLE_DAYS|1,SMPL002|202605|202606|rec_cash_management__money_market_funds
SMPL002|202605|202606|rec_cash_management__money_market_funds|MIX|2,SMPL002|202605|202606|rec_cash_management__money_market_funds
SMPL002|202605|202606|rec_trails__annuities|BILLABLE_DAYS|1,SMPL002|202605|202606|rec_trails__annuities
SMPL002|202605|202606|rec_trails__annuities|MIX|2,SMPL002|202605|202606|rec_trails__annuities
SMPL002|202605|202606|nonrec_equities_and_options__equities|DEAL_SIZE|2,SMPL002|202605|202606|nonrec_equities_and_options__equities
SMPL002|202605|202606|__TOTAL__|MARKET|1,SMPL002|202605|202606|__TOTAL__
SMPL002|202605|202606|__TOTAL__|NET_FLOW|2,SMPL002|202605|202606|__TOTAL__
SMPL003|202604|202605|nonrec_structured_products__structured_products|ONE_TIME|1,SMPL003|202604|202605|nonrec_structured_products__structured_products
SMPL003|202604|202605|rec_trails__mac|TIMING|1,SMPL003|202604|202605|rec_trails__mac
SMPL003|202604|202605|nonrec_annuities__variable|ONE_TIME|1,SMPL003|202604|202605|nonrec_annuities__variable
SMPL003|202604|202605|rec_managed__unified_managed_account|LOST_ACCOUNT|1,SMPL003|202604|202605|rec_managed__unified_managed_account
SMPL003|202604|202605|rec_trails__mutual_funds|VOLUME|1,SMPL003|202604|202605|rec_trails__mutual_funds
SMPL003|202604|202605|rec_managed__unified_managed_account|BILLABLE_DAYS|2,SMPL003|202604|202605|rec_managed__unified_managed_account
SMPL003|202604|202605|rec_managed__unified_managed_account|DEAL_SIZE|3,SMPL003|202604|202605|rec_managed__unified_managed_account
SMPL003|202604|202605|rec_trails__mutual_funds|DEAL_SIZE|2,SMPL003|202604|202605|rec_trails__mutual_funds
SMPL003|202604|202605|rec_managed__unified_managed_account|LATE_PROCESSING|4,SMPL003|202604|202605|rec_managed__unified_managed_account
SMPL003|202604|202605|rec_trails__mutual_funds|MIX|3,SMPL003|202604|202605|rec_trails__mutual_funds
SMPL003|202604|202605|rec_managed__unified_managed_account|MIX|5,SMPL003|202604|202605|rec_managed__unified_managed_account
SMPL003|202604|202605|rec_trails__mutual_funds|EXCLUDED_CHANGE|4,SMPL003|202604|202605|rec_trails__mutual_funds
SMPL003|202604|202605|nonrec_equities_and_options__equities|VOLUME|1,SMPL003|202604|202605|nonrec_equities_and_options__equities
SMPL003|202604|202605|rec_trails__mutual_funds|CLAWBACK|5,SMPL003|202604|202605|rec_trails__mutual_funds
SMPL003|202604|202605|rec_managed__jpmcap|BILLABLE_DAYS|1,SMPL003|202604|202605|rec_managed__jpmcap
SMPL003|202604|202605|rec_managed__jpmcap|DEAL_SIZE|2,SMPL003|202604|202605|rec_managed__jpmcap
SMPL003|202604|202605|rec_managed__jpmcap|MIX|3,SMPL003|202604|202605|rec_managed__jpmcap
SMPL003|202604|202605|rec_managed__advisory|BILLABLE_DAYS|1,SMPL003|202604|202605|rec_managed__advisory
SMPL003|202604|202605|rec_managed__advisory|DEAL_SIZE|2,SMPL003|202604|202605|rec_managed__advisory
SMPL003|202604|202605|rec_managed__advisory|MIX|3,SMPL003|202604|202605|rec_managed__advisory
SMPL003|202604|202605|rec_trails__mutual_funds|BILLABLE_DAYS|6,SMPL003|202604|202605|rec_trails__mutual_funds
SMPL003|202604|202605|rec_cash_management__money_market_funds|BILLABLE_DAYS|1,SMPL003|202604|202605|rec_cash_management__money_market_funds
SMPL003|202604|202605|rec_cash_management__money_market_funds|MIX|2,SMPL003|202604|202605|rec_cash_management__money_market_funds
SMPL003|202604|202605|nonrec_equities_and_options__equities|DEAL_SIZE|2,SMPL003|202604|202605|nonrec_equities_and_options__equities
SMPL003|202604|202605|rec_trails__annuities|BILLABLE_DAYS|1,SMPL003|202604|202605|rec_trails__annuities
SMPL003|202604|202605|rec_trails__annuities|MIX|2,SMPL003|202604|202605|rec_trails__annuities
SMPL003|202604|202605|__TOTAL__|MARKET|1,SMPL003|202604|202605|__TOTAL__
SMPL003|202604|202605|__TOTAL__|NET_FLOW|2,SMPL003|202604|202605|__TOTAL__
SMPL003|202605|202606|nonrec_structured_products__structured_products|ONE_TIME|1,SMPL003|202605|202606|nonrec_structured_products__structured_products
SMPL003|202605|202606|rec_trails__mac|TIMING|1,SMPL003|202605|202606|rec_trails__mac
SMPL003|202605|202606|rec_managed__unified_managed_account|BASELINE_LIMITED|1,SMPL003|202605|202606|rec_managed__unified_managed_account
SMPL003|202605|202606|rec_managed__unified_managed_account|DEAL_SIZE|2,SMPL003|202605|202606|rec_managed__unified_managed_account
SMPL003|202605|202606|rec_managed__unified_managed_account|VOLUME|3,SMPL003|202605|202606|rec_managed__unified_managed_account
SMPL003|202605|202606|rec_managed__unified_managed_account|NEW_ACCOUNT|4,SMPL003|202605|202606|rec_managed__unified_managed_account
SMPL003|202605|202606|rec_managed__unified_managed_account|DISCOUNT|5,SMPL003|202605|202606|rec_managed__unified_managed_account
SMPL003|202605|202606|rec_managed__unified_managed_account|BILLABLE_DAYS|6,SMPL003|202605|202606|rec_managed__unified_managed_account
SMPL003|202605|202606|nonrec_equities_and_options__equities|VOLUME|1,SMPL003|202605|202606|nonrec_equities_and_options__equities
SMPL003|202605|202606|rec_managed__unified_managed_account|MIX|7,SMPL003|202605|202606|rec_managed__unified_managed_account
SMPL003|202605|202606|rec_trails__mutual_funds|CLAWBACK|1,SMPL003|202605|202606|rec_trails__mutual_funds
SMPL003|202605|202606|rec_managed__jpmcap|BILLABLE_DAYS|1,SMPL003|202605|202606|rec_managed__jpmcap
SMPL003|202605|202606|rec_managed__jpmcap|DEAL_SIZE|2,SMPL003|202605|202606|rec_managed__jpmcap
SMPL003|202605|202606|rec_managed__jpmcap|MIX|3,SMPL003|202605|202606|rec_managed__jpmcap
SMPL003|202605|202606|rec_managed__advisory|BILLABLE_DAYS|1,SMPL003|202605|202606|rec_managed__advisory
SMPL003|202605|202606|rec_managed__advisory|DEAL_SIZE|2,SMPL003|202605|202606|rec_managed__advisory
SMPL003|202605|202606|rec_managed__advisory|MIX|3,SMPL003|202605|202606|rec_managed__advisory
SMPL003|202605|202606|nonrec_equities_and_options__equities|DEAL_SIZE|2,SMPL003|202605|202606|nonrec_equities_and_options__equities
SMPL003|202605|202606|rec_trails__mutual_funds|BILLABLE_DAYS|2,SMPL003|202605|202606|rec_trails__mutual_funds
SMPL003|202605|202606|rec_trails__mutual_funds|MIX|3,SMPL003|202605|202606|rec_trails__mutual_funds
SMPL003|202605|202606|rec_cash_management__money_market_funds|BILLABLE_DAYS|1,SMPL003|202605|202606|rec_cash_management__money_market_funds
SMPL003|202605|202606|rec_cash_management__money_market_funds|MIX|2,SMPL003|202605|202606|rec_cash_management__money_market_funds
SMPL003|202605|202606|rec_trails__annuities|BILLABLE_DAYS|1,SMPL003|202605|202606|rec_trails__annuities
SMPL003|202605|202606|rec_trails__annuities|MIX|2,SMPL003|202605|202606|rec_trails__annuities
SMPL003|202605|202606|__TOTAL__|MARKET|1,SMPL003|202605|202606|__TOTAL__
SMPL003|202605|202606|__TOTAL__|NET_FLOW|2,SMPL003|202605|202606|__TOTAL__
