from_id,to_id
SMPLTRD00074|1,91
SMPLTRD00075|1,__NONE__
SMPLTRD00076|1,__NONE__
SMPLTRD00077|1,__NONE__
SMPLTRD00078|1,__NONE__
SMPLTRD00079|1,__NONE__
SMPLTRD00080|1,__NONE__
SMPLTRD00081|1,__NONE__
SMPLTRD00082|1,__NONE__
SMPLTRD00083|1,92
SMPLTRD00084|1,92
SMPLTRD00085|1,__NONE__
SMPLTRD00086|1,__NONE__
SMPLTRD00087|1,__NONE__
SMPLTRD00088|1,9E
SMPLTRD00089|1,__NONE__
SMPLTRD00090|1,__NONE__
SMPLTRD00091|1,__NONE__
SMPLTRD00092|1,__NONE__
SMPLTRD00093|1,__NONE__
SMPLTRD00094|1,__NONE__
SMPLTRD00095|1,__NONE__
SMPLTRD00096|1,__NONE__
SMPLTRD00097|1,__NONE__
SMPLTRD00098|1,__NONE__
SMPLTRD00099|1,__NONE__
SMPLTRD00100|1,__NONE__
SMPLTRD00101|1,__NONE__
SMPLTRD00102|1,__NONE__
SMPLTRD00103|1,__NONE__
SMPLTRD00104|1,__NONE__
SMPLTRD00105|1,__NONE__
SMPLTRD00106|1,__NONE__
SMPLTRD00107|1,91
SMPLTRD00108|1,__NONE__
SMPLTRD00109|1,__NONE__
SMPLTRD00110|1,__NONE__
SMPLTRD00111|1,__NONE__
SMPLTRD00112|1,__NONE__
SMPLTRD00113|1,__NONE__
SMPLTRD00114|1,__NONE__
SMPLTRD00115|1,__NONE__
SMPLTRD00116|1,92
SMPLTRD00117|1,92
SMPLTRD00118|1,__NONE__
SMPLTRD00119|1,__NONE__
SMPLTRD00120|1,__NONE__
SMPLTRD00121|1,__NONE__
SMPLTRD00122|1,__NONE__
SMPLTRD00123|1,__NONE__
SMPLTRD00124|1,__NONE__
SMPLTRD00125|1,__NONE__
SMPLTRD00126|1,__NONE__
SMPLTRD00127|1,__NONE__
SMPLTRD00128|1,__NONE__
SMPLTRD00129|1,__NONE__
SMPLTRD00130|1,__NONE__
SMPLTRD00131|1,9G
SMPLTRD00132|1,__NONE__
SMPLTRD00133|1,__NONE__
SMPLTRD00134|1,__NONE__
SMPLTRD00135|1,__NONE__
SMPLTRD00136|1,91
SMPLTRD00137|1,__NONE__
SMPLTRD00138|1,__NONE__
SMPLTRD00139|1,__NONE__
SMPLTRD00140|1,__NONE__
SMPLTRD00141|1,__NONE__
SMPLTRD00142|1,__NONE__
SMPLTRD00143|1,__NONE__
SMPLTRD00144|1,__NONE__
SMPLTRD00145|1,__NONE__
SMPLTRD00146|1,92
SMPLTRD00147|1,__NONE__
SMPLTRD00148|1,__NONE__
SMPLTRD00149|1,__NONE__
SMPLTRD00150|1,__NONE__
SMPLTRD00151|1,__NONE__
SMPLTRD00152|1,__NONE__
SMPLTRD00153|1,__NONE__
SMPLTRD00154|1,__NONE__
SMPLTRD00155|1,__NONE__
SMPLTRD00156|1,__NONE__
SMPLTRD00157|1,__NONE__
SMPLTRD00158|1,__NONE__
SMPLTRD00159|1,__NONE__
SMPLTRD00160|1,9G
SMPLTRD00161|1,__NONE__
SMPLTRD00162|1,__NONE__
SMPLTRD00163|1,__NONE__
SMPLTRD00164|1,__NONE__
SMPLTRD00165|1,__NONE__
SMPLTRD00166|1,__NONE__
SMPLTRD00167|1,91
SMPLTRD00168|1,__NONE__
SMPLTRD00169|1,__NONE__
SMPLTRD00170|1,__NONE__
SMPLTRD00171|1,__NONE__
SMPLTRD00172|1,__NONE__
SMPLTRD00173|1,__NONE__
SMPLTRD00174|1,92
SMPLTRD00175|1,92
SMPLTRD00176|1,__NONE__
SMPLTRD00177|1,__NONE__
SMPLTRD00178|1,__NONE__
SMPLTRD00179|1,__NONE__
SMPLTRD00180|1,__NONE__
SMPLTRD00181|1,__NONE__
SMPLTRD00182|1,__NONE__
SMPLTRD00183|1,__NONE__
SMPLTRD00184|1,__NONE__
SMPLTRD00185|1,__NONE__
SMPLTRD00186|1,__NONE__
SMPLTRD00187|1,__NONE__
SMPLTRD00188|1,__NONE__
SMPLTRD00189|1,__NONE__
SMPLTRD00190|1,__NONE__
SMPLTRD00191|1,__NONE__
SMPLTRD00192|1,__NONE__
SMPLTRD00193|1,__NONE__
SMPLTRD00194|1,__NONE__
SMPLTRD00195|1,__NONE__
SMPLTRD00196|1,__NONE__
SMPLTRD00197|1,__NONE__
SMPLTRD00198|1,__NONE__
SMPLTRD00199|1,91
SMPLTRD00200|1,__NONE__
SMPLTRD00201|1,__NONE__
SMPLTRD00202|1,__NONE__
SMPLTRD00203|1,__NONE__
SMPLTRD00204|1,__NONE__
SMPLTRD00205|1,__NONE__
SMPLTRD00206|1,__NONE__
SMPLTRD00207|1,__NONE__
SMPLTRD00208|1,__NONE__
SMPLTRD00209|1,__NONE__
SMPLTRD00210|1,92
SMPLTRD00211|1,92
SMPLTRD00212|1,__NONE__
SMPLTRD00213|1,__NONE__
SMPLTRD00214|1,__NONE__
SMPLTRD00215|1,9E
SMPLTRD00216|1,__NONE__
SMPLTRD00217|1,__NONE__
SMPLTRD00218|1,__NONE__
SMPLTRD00219|1,__NONE__
SMPLTRD00220|1,__NONE__
SMPLTRD00221|1,__NONE__
SMPLTRD00222|1,__NONE__
SMPLTRD00223|1,__NONE__
SMPLTRD00224|1,__NONE__
SMPLTRD00225|1,__NONE__
SMPLTRD00226|1,__NONE__
SMPLTRD00227|1,__NONE__
SMPLTRD00228|1,__NONE__
SMPLTRD00229|1,__NONE__
SMPLTRD00230|1,__NONE__
SMPLTRD00231|1,91
SMPLTRD00232|1,__NONE__
SMPLTRD00233|1,__NONE__
SMPLTRD00234|1,__NONE__
SMPLTRD00235|1,__NONE__
SMPLTRD00236|1,__NONE__
SMPLTRD00237|1,__NONE__
SMPLTRD00238|1,__NONE__
SMPLTRD00239|1,__NONE__
SMPLTRD00240|1,__NONE__
SMPLTRD00241|1,__NONE__
SMPLTRD00242|1,92
SMPLTRD00243|1,92
SMPLTRD00244|1,__NONE__
SMPLTRD00245|1,__NONE__
SMPLTRD00246|1,__NONE__
SMPLTRD00247|1,__NONE__
SMPLTRD00248|1,__NONE__
SMPLTRD00249|1,__NONE__
SMPLTRD00250|1,__NONE__
SMPLTRD00251|1,__NONE__
SMPLTRD00252|1,__NONE__
SMPLTRD00253|1,__NONE__
SMPLTRD00254|1,__NONE__
SMPLTRD00255|1,__NONE__
SMPLTRD00256|1,__NONE__
SMPLTRD00257|1,__NONE__
SMPLTRD00258|1,__NONE__
SMPLTRD00259|1,__NONE__
SMPLTRD00260|1,__NONE__
SMPLTRD00261|1,__NONE__
SMPLTRD00262|1,__NONE__
SMPLTRD00263|1,91
SMPLTRD00264|1,__NONE__
SMPLTRD00265|1,__NONE__
SMPLTRD00266|1,__NONE__
SMPLTRD00267|1,__NONE__
SMPLTRD00268|1,__NONE__
SMPLTRD00269|1,__NONE__
SMPLTRD00270|1,__NONE__
SMPLTRD00271|1,__NONE__
SMPLTRD00272|1,__NONE__
SMPLTRD00273|1,__NONE__
SMPLTRD00274|1,__NONE__
SMPLTRD00275|1,92
SMPLTRD00276|1,__NONE__
SMPLTRD00277|1,__NONE__
SMPLTRD00278|1,__NONE__
SMPLTRD00279|1,__NONE__
SMPLTRD00280|1,__NONE__
SMPLTRD00281|1,__NONE__
SMPLTRD00282|1,__NONE__
SMPLTRD00283|1,__NONE__
SMPLTRD00284|1,__NONE__
SMPLTRD00285|1,__NONE__
SMPLTRD00286|1,__NONE__
SMPLTRD00287|1,__NONE__
SMPLTRD00288|1,__NONE__
SMPLTRD00289|1,__NONE__
SMPLTRD00290|1,__NONE__
SMPLTRD00291|1,__NONE__
SMPLTRD00292|1,__NONE__
SMPLTRD00293|1,__NONE__
SMPLTRD00294|1,__NONE__
SMPLTRD00295|1,__NONE__
SMPLTRD00296|1,__NONE__
SMPLTRD00297|1,__NONE__
SMPLTRD00298|1,__NONE__
SMPLTRD00299|1,__NONE__
SMPLTRD00300|1,91
SMPLTRD00301|1,__NONE__
SMPLTRD00302|1,__NONE__
SMPLTRD00303|1,__NONE__
SMPLTRD00304|1,__NONE__
SMPLTRD00305|1,__NONE__
SMPLTRD00306|1,__NONE__
SMPLTRD00307|1,__NONE__
SMPLTRD00308|1,__NONE__
SMPLTRD00309|1,92
SMPLTRD00310|1,92
SMPLTRD00311|1,9L
SMPLTRD00312|1,9X
SMPLTRD00313|1,__NONE__
SMPLTRD00314|1,__NONE__
SMPLTRD00315|1,__NONE__
SMPLTRD00316|1,__NONE__
SMPLTRD00317|1,__NONE__
SMPLTRD00318|1,__NONE__
SMPLTRD00319|1,__NONE__
SMPLTRD00320|1,__NONE__
SMPLTRD00321|1,__NONE__
SMPLTRD00322|1,__NONE__
SMPLTRD00323|1,__NONE__
SMPLTRD00324|1,__NONE__
SMPLTRD00325|1,__NONE__
SMPLTRD00326|1,__NONE__
SMPLTRD00327|1,__NONE__
SMPLTRD00328|1,__NONE__
SMPLTRD00329|1,__NONE__
SMPLTRD00330|1,__NONE__
SMPLTRD00331|1,__NONE__
SMPLTRD00332|1,__NONE__
SMPLTRD00333|1,__NONE__
SMPLTRD00334|1,__NONE__
SMPLTRD00335|1,__NONE__
SMPLTRD00336|1,__NONE__
SMPLTRD00337|1,91
SMPLTRD00338|1,__NONE__
SMPLTRD00339|1,__NONE__
SMPLTRD00340|1,__NONE__
SMPLTRD00341|1,__NONE__
SMPLTRD00342|1,__NONE__
SMPLTRD00343|1,__NONE__
SMPLTRD00344|1,__NONE__
SMPLTRD00345|1,__NONE__
SMPLTRD00346|1,__NONE__
SMPLTRD00347|1,__NONE__
SMPLTRD00348|1,__NONE__
SMPLTRD00349|1,__NONE__
SMPLTRD00350|1,92
SMPLTRD00351|1,92
SMPLTRD00352|1,__NONE__
SMPLTRD00353|1,9X
SMPLTRD00354|1,__NONE__
SMPLTRD00355|1,__NONE__
SMPLTRD00356|1,__NONE__
SMPLTRD00357|1,__NONE__
SMPLTRD00358|1,__NONE__
SMPLTRD00359|1,__NONE__
SMPLTRD00360|1,__NONE__
SMPLTRD00361|1,__NONE__
SMPLTRD00362|1,__NONE__
SMPLTRD00363|1,__NONE__
SMPLTRD00364|1,__NONE__
SMPLTRD00365|1,__NONE__
SMPLTRD00366|1,__NONE__
SMPLTRD00367|1,__NONE__
SMPLTRD00368|1,__NONE__
SMPLTRD00369|1,__NONE__
SMPLTRD00370|1,__NONE__
SMPLTRD00371|1,__NONE__
SMPLTRD00372|1,__NONE__
SMPLTRD00373|1,__NONE__
SMPLTRD00374|1,__NONE__
SMPLTRD00375|1,__NONE__
SMPLTRD00376|1,91
SMPLTRD00377|1,__NONE__
SMPLTRD00378|1,__NONE__
SMPLTRD00379|1,__NONE__
SMPLTRD00380|1,__NONE__
SMPLTRD00381|1,__NONE__
SMPLTRD00382|1,__NONE__
SMPLTRD00383|1,__NONE__
SMPLTRD00384|1,__NONE__
SMPLTRD00385|1,__NONE__
SMPLTRD00386|1,__NONE__
SMPLTRD00387|1,__NONE__
SMPLTRD00388|1,__NONE__
SMPLTRD00389|1,92
SMPLTRD00390|1,92
SMPLTRD00391|1,__NONE__
SMPLTRD00392|1,9X
SMPLTRD00393|1,__NONE__
