from_id,to_id
SMPL002|202605|202606|rec_trails__mutual_funds|DEAL_SIZE|2,rec_trails__mutual_funds
SMPL002|202605|202606|rec_trails__mutual_funds|MIX|3,rec_trails__mutual_funds
SMPL002|202605|202606|rec_trails__mutual_funds|INHERITANCE|4,rec_trails__mutual_funds
SMPL002|202605|202606|nonrec_equities_and_options__equities|VOLUME|1,nonrec_equities_and_options__equities
SMPL002|202605|202606|rec_managed__jpmcap|BILLABLE_DAYS|1,rec_managed__jpmcap
SMPL002|202605|202606|rec_managed__jpmcap|DEAL_SIZE|2,rec_managed__jpmcap
SMPL002|202605|202606|rec_managed__jpmcap|MIX|3,rec_managed__jpmcap
SMPL002|202605|202606|rec_managed__advisory|BILLABLE_DAYS|1,rec_managed__advisory
SMPL002|202605|202606|rec_managed__advisory|DEAL_SIZE|2,rec_managed__advisory
SMPL002|202605|202606|rec_managed__advisory|MIX|3,rec_managed__advisory
SMPL002|202605|202606|rec_trails__annuities|CLAWBACK|1,rec_trails__annuities
SMPL002|202605|202606|rec_trails__mutual_funds|BILLABLE_DAYS|5,rec_trails__mutual_funds
SMPL002|202605|202606|rec_cash_management__money_market_funds|BILLABLE_DAYS|1,rec_cash_management__money_market_funds
SMPL002|202605|202606|rec_cash_management__money_market_funds|MIX|2,rec_cash_management__money_market_funds
SMPL002|202605|202606|nonrec_equities_and_options__equities|DEAL_SIZE|2,nonrec_equities_and_options__equities
SMPL002|202605|202606|rec_trails__annuities|BILLABLE_DAYS|2,rec_trails__annuities
SMPL002|202605|202606|rec_trails__annuities|MIX|3,rec_trails__annuities
SMPL002|202605|202606|nonrec_equities_and_options__equities|ELIGIBILITY|3,nonrec_equities_and_options__equities
SMPL002|202605|202606|nonrec_equities_and_options__equities|MIX|4,nonrec_equities_and_options__equities
SMPL002|202606|202607|rec_trails__mac|TIMING|1,rec_trails__mac
SMPL002|202606|202607|rec_managed__unified_managed_account|BASELINE_LIMITED|1,rec_managed__unified_managed_account
SMPL002|202606|202607|rec_managed__unified_managed_account|MIX|2,rec_managed__unified_managed_account
SMPL002|202606|202607|rec_managed__unified_managed_account|HOUSEHOLD|3,rec_managed__unified_managed_account
SMPL002|202606|202607|rec_managed__unified_managed_account|VOLUME|4,rec_managed__unified_managed_account
SMPL002|202606|202607|rec_managed__jpmcap|DEAL_SIZE|1,rec_managed__jpmcap
SMPL002|202606|202607|rec_managed__unified_managed_account|DEAL_SIZE|5,rec_managed__unified_managed_account
SMPL002|202606|202607|rec_trails__mutual_funds|DEAL_SIZE|1,rec_trails__mutual_funds
SMPL002|202606|202607|rec_trails__mutual_funds|VOLUME|2,rec_trails__mutual_funds
SMPL002|202606|202607|rec_trails__annuities|CLAWBACK|1,rec_trails__annuities
SMPL002|202606|202607|nonrec_equities_and_options__equities|DEAL_SIZE|1,nonrec_equities_and_options__equities
SMPL002|202606|202607|rec_managed__unified_managed_account|FEE_RATE|6,rec_managed__unified_managed_account
SMPL002|202606|202607|nonrec_equities_and_options__equities|ELIGIBILITY|2,nonrec_equities_and_options__equities
SMPL002|202606|202607|nonrec_equities_and_options__equities|MIX|3,nonrec_equities_and_options__equities
SMPL003|202604|202605|nonrec_structured_products__structured_products|ONE_TIME|1,nonrec_structured_products__structured_products
SMPL003|202604|202605|rec_trails__mac|TIMING|1,rec_trails__mac
SMPL003|202604|202605|nonrec_annuities__variable|ONE_TIME|1,nonrec_annuities__variable
SMPL003|202604|202605|rec_managed__unified_managed_account|LOST_ACCOUNT|1,rec_managed__unified_managed_account
SMPL003|202604|202605|rec_managed__advisory|VOLUME|1,rec_managed__advisory
SMPL003|202604|202605|rec_managed__unified_managed_account|BILLABLE_DAYS|2,rec_managed__unified_managed_account
SMPL003|202604|202605|rec_managed__advisory|DEAL_SIZE|2,rec_managed__advisory
SMPL003|202604|202605|rec_managed__unified_managed_account|DEAL_SIZE|3,rec_managed__unified_managed_account
SMPL003|202604|202605|rec_managed__unified_managed_account|LATE_PROCESSING|4,rec_managed__unified_managed_account
SMPL003|202604|202605|rec_managed__advisory|MIX|3,rec_managed__advisory
SMPL003|202604|202605|rec_trails__mutual_funds|DEAL_SIZE|1,rec_trails__mutual_funds
SMPL003|202604|202605|rec_trails__mutual_funds|MIX|2,rec_trails__mutual_funds
SMPL003|202604|202605|rec_managed__advisory|ELIGIBILITY|4,rec_managed__advisory
SMPL003|202604|202605|rec_managed__unified_managed_account|MIX|5,rec_managed__unified_managed_account
SMPL003|202604|202605|rec_trails__mutual_funds|EXCLUDED_CHANGE|3,rec_trails__mutual_funds
SMPL003|202604|202605|nonrec_equities_and_options__equities|VOLUME|1,nonrec_equities_and_options__equities
SMPL003|202604|202605|rec_managed__jpmcap|BILLABLE_DAYS|1,rec_managed__jpmcap
SMPL003|202604|202605|rec_managed__jpmcap|DEAL_SIZE|2,rec_managed__jpmcap
SMPL003|202604|202605|rec_managed__jpmcap|MIX|3,rec_managed__jpmcap
SMPL003|202604|202605|rec_managed__advisory|BILLABLE_DAYS|5,rec_managed__advisory
SMPL003|202604|202605|nonrec_mutual_funds__mutual_funds|ELIGIBILITY|1,nonrec_mutual_funds__mutual_funds
SMPL003|202604|202605|nonrec_mutual_funds__mutual_funds|MIX|2,nonrec_mutual_funds__mutual_funds
SMPL003|202604|202605|rec_trails__annuities|CLAWBACK|1,rec_trails__annuities
SMPL003|202604|202605|rec_trails__mutual_funds|BILLABLE_DAYS|4,rec_trails__mutual_funds
SMPL003|202604|202605|rec_cash_management__money_market_funds|BILLABLE_DAYS|1,rec_cash_management__money_market_funds
SMPL003|202604|202605|rec_cash_management__money_market_funds|MIX|2,rec_cash_management__money_market_funds
SMPL003|202604|202605|nonrec_equities_and_options__equities|DEAL_SIZE|2,nonrec_equities_and_options__equities
SMPL003|202604|202605|rec_trails__annuities|BILLABLE_DAYS|2,rec_trails__annuities
SMPL003|202604|202605|rec_trails__annuities|MIX|3,rec_trails__annuities
SMPL003|202604|202605|nonrec_equities_and_options__equities|ELIGIBILITY|3,nonrec_equities_and_options__equities
SMPL003|202604|202605|nonrec_equities_and_options__equities|MIX|4,nonrec_equities_and_options__equities
SMPL003|202605|202606|nonrec_structured_products__structured_products|ONE_TIME|1,nonrec_structured_products__structured_products
SMPL003|202605|202606|rec_trails__mac|TIMING|1,rec_trails__mac
SMPL003|202605|202606|rec_managed__unified_managed_account|VOLUME|1,rec_managed__unified_managed_account
SMPL003|202605|202606|rec_managed__unified_managed_account|DEAL_SIZE|2,rec_managed__unified_managed_account
SMPL003|202605|202606|rec_managed__unified_managed_account|NEW_ACCOUNT|3,rec_managed__unified_managed_account
SMPL003|202605|202606|rec_managed__advisory|VOLUME|1,rec_managed__advisory
SMPL003|202605|202606|rec_managed__advisory|DEAL_SIZE|2,rec_managed__advisory
SMPL003|202605|202606|rec_managed__unified_managed_account|DISCOUNT|4,rec_managed__unified_managed_account
SMPL003|202605|202606|rec_managed__unified_managed_account|BILLABLE_DAYS|5,rec_managed__unified_managed_account
SMPL003|202605|202606|rec_trails__mutual_funds|DEAL_SIZE|1,rec_trails__mutual_funds
SMPL003|202605|202606|rec_managed__advisory|MIX|3,rec_managed__advisory
SMPL003|202605|202606|rec_trails__mutual_funds|VOLUME|2,rec_trails__mutual_funds
SMPL003|202605|202606|rec_managed__advisory|ELIGIBILITY|4,rec_managed__advisory
SMPL003|202605|202606|nonrec_equities_and_options__equities|VOLUME|1,nonrec_equities_and_options__equities
SMPL003|202605|202606|rec_managed__unified_managed_account|MIX|6,rec_managed__unified_managed_account
SMPL003|202605|202606|rec_managed__jpmcap|BILLABLE_DAYS|1,rec_managed__jpmcap
SMPL003|202605|202606|rec_managed__jpmcap|DEAL_SIZE|2,rec_managed__jpmcap
SMPL003|202605|202606|rec_managed__jpmcap|MIX|3,rec_managed__jpmcap
SMPL003|202605|202606|rec_managed__advisory|BILLABLE_DAYS|5,rec_managed__advisory
SMPL003|202605|202606|rec_trails__annuities|CLAWBACK|1,rec_trails__annuities
SMPL003|202605|202606|nonrec_equities_and_options__equities|DEAL_SIZE|2,nonrec_equities_and_options__equities
SMPL003|202605|202606|rec_cash_management__money_market_funds|BILLABLE_DAYS|1,rec_cash_management__money_market_funds
SMPL003|202605|202606|rec_cash_management__money_market_funds|MIX|2,rec_cash_management__money_market_funds
SMPL003|202605|202606|rec_trails__mutual_funds|BILLABLE_DAYS|3,rec_trails__mutual_funds
SMPL003|202605|202606|rec_trails__mutual_funds|MIX|4,rec_trails__mutual_funds
SMPL003|202605|202606|rec_trails__annuities|BILLABLE_DAYS|2,rec_trails__annuities
SMPL003|202605|202606|rec_trails__annuities|MIX|3,rec_trails__annuities
SMPL003|202605|202606|nonrec_equities_and_options__equities|ELIGIBILITY|3,nonrec_equities_and_options__equities
SMPL003|202605|202606|nonrec_equities_and_options__equities|MIX|4,nonrec_equities_and_options__equities
SMPL003|202606|202607|rec_trails__annuities|CLAWBACK|1,rec_trails__annuities
SMPL003|202606|202607|rec_trails__mac|TIMING|1,rec_trails__mac
SMPL003|202606|202607|rec_managed__unified_managed_account|BASELINE_LIMITED|1,rec_managed__unified_managed_account
SMPL003|202606|202607|rec_trails__mutual_funds|DEAL_SIZE|1,rec_trails__mutual_funds
SMPL003|202606|202607|rec_trails__mutual_funds|VOLUME|2,rec_trails__mutual_funds
SMPL003|202606|202607|nonrec_equities_and_options__equities|DEAL_SIZE|1,nonrec_equities_and_options__equities
SMPL003|202606|202607|nonrec_equities_and_options__equities|ELIGIBILITY|2,nonrec_equities_and_options__equities
SMPL003|202606|202607|nonrec_equities_and_options__equities|MIX|3,nonrec_equities_and_options__equities
