from_id,to_id
SMPL003|202604|202605|mutual_fund_trails|BILLABLE_DAYS|3,SMPL003|202604|202605|mutual_fund_trails
SMPL003|202604|202605|mutual_fund_trails|MIX|4,SMPL003|202604|202605|mutual_fund_trails
SMPL003|202604|202605|equities|MIX|2,SMPL003|202604|202605|equities
SMPL003|202604|202605|unified_managed_account|MIX|4,SMPL003|202604|202605|unified_managed_account
SMPL003|202604|202605|__TOTAL__|MARKET|1,SMPL003|202604|202605|__TOTAL__
SMPL003|202604|202605|__TOTAL__|NET_FLOW|2,SMPL003|202604|202605|__TOTAL__
SMPL003|202605|202606|structured_products|ONE_TIME|1,SMPL003|202605|202606|structured_products
SMPL003|202605|202606|alternative_investments|TIMING|1,SMPL003|202605|202606|alternative_investments
SMPL003|202605|202606|unified_managed_account|LOST_ACCOUNT|1,SMPL003|202605|202606|unified_managed_account
SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|2,SMPL003|202605|202606|unified_managed_account
SMPL003|202605|202606|unified_managed_account|DISCOUNT|3,SMPL003|202605|202606|unified_managed_account
SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|4,SMPL003|202605|202606|unified_managed_account
SMPL003|202605|202606|equities|VOLUME|1,SMPL003|202605|202606|equities
SMPL003|202605|202606|mutual_fund_trails|CLAWBACK|1,SMPL003|202605|202606|mutual_fund_trails
SMPL003|202605|202606|jpmcap|BILLABLE_DAYS|1,SMPL003|202605|202606|jpmcap
SMPL003|202605|202606|advisory|BILLABLE_DAYS|1,SMPL003|202605|202606|advisory
SMPL003|202605|202606|equities|MIX|2,SMPL003|202605|202606|equities
SMPL003|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2,SMPL003|202605|202606|mutual_fund_trails
SMPL003|202605|202606|mutual_fund_trails|MIX|3,SMPL003|202605|202606|mutual_fund_trails
SMPL003|202605|202606|unified_managed_account|MIX|5,SMPL003|202605|202606|unified_managed_account
SMPL003|202605|202606|__TOTAL__|MARKET|1,SMPL003|202605|202606|__TOTAL__
SMPL003|202605|202606|__TOTAL__|NET_FLOW|2,SMPL003|202605|202606|__TOTAL__
