from_id,to_id
SMPLTRD00068|1,UMA|FEE
SMPLTRD00069|1,UMA|FEE
SMPLTRD00070|1,JPMCAP|FEE
SMPLTRD00071|1,ADV|FEE
SMPLTRD00072|1,MFT|12B1
SMPLTRD00073|1,MFT|12B1
SMPLTRD00074|1,MFT|12B1
SMPLTRD00075|1,MFT|12B1
SMPLTRD00076|1,ALTS|QFEE
SMPLTRD00077|1,EQ|COMM
SMPLTRD00078|1,EQ|COMM
SMPLTRD00079|1,EQ|COMM
SMPLTRD00080|1,EQ|COMM
SMPLTRD00081|1,EQ|COMM
SMPLTRD00082|1,EQ|COMM
SMPLTRD00083|1,EQ|COMM
SMPLTRD00084|1,EQ|COMM
SMPLTRD00085|1,EQ|COMM
SMPLTRD00086|1,EQ|COMM
SMPLTRD00087|1,CASH|SWP
SMPLTRD00088|1,UMA|FEE
SMPLTRD00089|1,UMA|FEE
SMPLTRD00090|1,UMA|FEE
SMPLTRD00091|1,UMA|FEE
SMPLTRD00092|1,JPMCAP|FEE
SMPLTRD00093|1,ADV|FEE
SMPLTRD00094|1,MFT|12B1
SMPLTRD00095|1,MFT|12B1
SMPLTRD00096|1,MFT|12B1
SMPLTRD00097|1,MFT|12B1
SMPLTRD00098|1,MFT|12B1
SMPLTRD00099|1,STRP|SYND
SMPLTRD00100|1,STRP|SYND
SMPLTRD00101|1,STRP|SYND
SMPLTRD00102|1,EQ|COMM
SMPLTRD00103|1,EQ|COMM
SMPLTRD00104|1,EQ|COMM
SMPLTRD00105|1,EQ|COMM
SMPLTRD00106|1,EQ|COMM
SMPLTRD00107|1,EQ|COMM
SMPLTRD00108|1,EQ|COMM
SMPLTRD00109|1,CASH|SWP
SMPLTRD00110|1,UMA|FEE
SMPLTRD00111|1,UMA|FEE
SMPLTRD00112|1,UMA|FEE
SMPLTRD00113|1,UMA|FEE
SMPLTRD00114|1,JPMCAP|FEE
SMPLTRD00115|1,ADV|FEE
SMPLTRD00116|1,MFT|12B1
SMPLTRD00117|1,MFT|12B1
SMPLTRD00118|1,MFT|12B1
SMPLTRD00119|1,MFT|12B1
SMPLTRD00120|1,MFT|12B1
SMPLTRD00121|1,MFT|12B1
SMPLTRD00122|1,MFT|12B1
SMPLTRD00123|1,ALTS|QFEE
SMPLTRD00124|1,EQ|COMM
SMPLTRD00125|1,EQ|COMM
SMPLTRD00126|1,EQ|COMM
SMPLTRD00127|1,EQ|COMM
SMPLTRD00128|1,EQ|COMM
SMPLTRD00129|1,EQ|COMM
SMPLTRD00130|1,EQ|COMM
SMPLTRD00131|1,EQ|COMM
SMPLTRD00132|1,EQ|COMM
SMPLTRD00133|1,EQ|COMM
SMPLTRD00134|1,EQ|COMM
SMPLTRD00135|1,EQ|COMM
SMPLTRD00136|1,EQ|COMM
SMPLTRD00137|1,CASH|SWP
SMPLTRD00138|1,UMA|FEE
SMPLTRD00139|1,UMA|FEE
SMPLTRD00140|1,UMA|FEE
SMPLTRD00141|1,UMA|FEE
SMPLTRD00142|1,UMA|FEE
SMPLTRD00143|1,UMA|FEE
SMPLTRD00144|1,JPMCAP|FEE
SMPLTRD00145|1,ADV|FEE
SMPLTRD00146|1,MFT|12B1
SMPLTRD00147|1,MFT|12B1
SMPLTRD00148|1,MFT|12B1
SMPLTRD00149|1,MFT|12B1
SMPLTRD00150|1,ALTS|QFEE
SMPLTRD00151|1,EQ|COMM
SMPLTRD00152|1,EQ|COMM
SMPLTRD00153|1,EQ|COMM
SMPLTRD00154|1,EQ|COMM
SMPLTRD00155|1,EQ|COMM
SMPLTRD00156|1,EQ|COMM
SMPLTRD00157|1,EQ|COMM
SMPLTRD00158|1,EQ|COMM
SMPLTRD00159|1,EQ|COMM
SMPLTRD00160|1,EQ|COMM
SMPLTRD00161|1,EQ|COMM
SMPLTRD00162|1,EQ|COMM
SMPLTRD00163|1,MFT|12B1
SMPLTRD00164|1,CASH|SWP
SMPLTRD00165|1,ANNU|COMM
SMPLTRD00166|1,UMA|FEE
SMPLTRD00167|1,UMA|FEE
SMPLTRD00168|1,UMA|FEE
SMPLTRD00169|1,UMA|FEE
SMPLTRD00170|1,UMA|FEE
SMPLTRD00171|1,JPMCAP|FEE
SMPLTRD00172|1,ADV|FEE
SMPLTRD00173|1,MFT|12B1
SMPLTRD00174|1,MFT|12B1
SMPLTRD00175|1,MFT|12B1
SMPLTRD00176|1,MFT|12B1
SMPLTRD00177|1,MFT|12B1
SMPLTRD00178|1,STRP|SYND
SMPLTRD00179|1,STRP|SYND
SMPLTRD00180|1,STRP|SYND
SMPLTRD00181|1,EQ|COMM
SMPLTRD00182|1,EQ|COMM
SMPLTRD00183|1,EQ|COMM
SMPLTRD00184|1,EQ|COMM
SMPLTRD00185|1,EQ|COMM
SMPLTRD00186|1,EQ|COMM
SMPLTRD00187|1,EQ|COMM
SMPLTRD00188|1,EQ|COMM
SMPLTRD00189|1,EQ|COMM
SMPLTRD00190|1,MFT|12B1
SMPLTRD00191|1,CASH|SWP
SMPLTRD00192|1,UMA|FEE
SMPLTRD00193|1,UMA|FEE
SMPLTRD00194|1,UMA|FEE
SMPLTRD00195|1,UMA|FEE
SMPLTRD00196|1,UMA|FEE
SMPLTRD00197|1,JPMCAP|FEE
SMPLTRD00198|1,ADV|FEE
SMPLTRD00199|1,MFT|12B1
SMPLTRD00200|1,MFT|12B1
SMPLTRD00201|1,MFT|12B1
SMPLTRD00202|1,MFT|12B1
SMPLTRD00203|1,MFT|12B1
SMPLTRD00204|1,MFT|12B1
SMPLTRD00205|1,MFT|12B1
SMPLTRD00206|1,ALTS|QFEE
SMPLTRD00207|1,EQ|COMM
SMPLTRD00208|1,EQ|COMM
SMPLTRD00209|1,EQ|COMM
SMPLTRD00210|1,EQ|COMM
SMPLTRD00211|1,EQ|COMM
SMPLTRD00212|1,EQ|COMM
SMPLTRD00213|1,EQ|COMM
SMPLTRD00214|1,EQ|COMM
SMPLTRD00215|1,EQ|COMM
SMPLTRD00216|1,EQ|COMM
SMPLTRD00217|1,EQ|COMM
SMPLTRD00218|1,EQ|COMM
SMPLTRD00219|1,EQ|COMM
SMPLTRD00220|1,EQ|COMM
SMPLTRD00221|1,EQ|COMM
SMPLTRD00222|1,MFT|12B1
SMPLTRD00223|1,CASH|SWP
