from_id,to_id
SMPLTRD00068|1,EQ|COMM
SMPLTRD00069|1,EQ|COMM
SMPLTRD00070|1,EQ|COMM
SMPLTRD00071|1,EQ|COMM
SMPLTRD00072|1,EQ|COMM
SMPLTRD00073|1,EQ|COMM
SMPLTRD00074|1,EQ|COMM
SMPLTRD00075|1,CASH|SWP
SMPLTRD00076|1,UMA|FEE
SMPLTRD00077|1,UMA|FEE
SMPLTRD00078|1,UMA|FEE
SMPLTRD00079|1,UMA|FEE
SMPLTRD00080|1,UMA|FEE
SMPLTRD00081|1,UMA|FEE
SMPLTRD00082|1,JPMCAP|FEE
SMPLTRD00083|1,ADV|FEE
SMPLTRD00084|1,MFT|12B1
SMPLTRD00085|1,MFT|12B1
SMPLTRD00086|1,MFT|12B1
SMPLTRD00087|1,MFT|12B1
SMPLTRD00088|1,MAC|QFEE
SMPLTRD00089|1,ANNU|TRL
SMPLTRD00090|1,MF|COMM
SMPLTRD00091|1,CASH|CD
SMPLTRD00092|1,EQ|COMM
SMPLTRD00093|1,EQ|COMM
SMPLTRD00094|1,EQ|COMM
SMPLTRD00095|1,EQ|COMM
SMPLTRD00096|1,EQ|COMM
SMPLTRD00097|1,EQ|COMM
SMPLTRD00098|1,EQ|COMM
SMPLTRD00099|1,EQ|COMM
SMPLTRD00100|1,EQ|COMM
SMPLTRD00101|1,EQ|COMM
SMPLTRD00102|1,CASH|SWP
SMPLTRD00103|1,UMA|FEE
SMPLTRD00104|1,UMA|FEE
SMPLTRD00105|1,UMA|FEE
SMPLTRD00106|1,UMA|FEE
SMPLTRD00107|1,JPMCAP|FEE
SMPLTRD00108|1,ADV|FEE
SMPLTRD00109|1,MFT|12B1
SMPLTRD00110|1,MFT|12B1
SMPLTRD00111|1,MFT|12B1
SMPLTRD00112|1,MFT|12B1
SMPLTRD00113|1,MFT|12B1
SMPLTRD00114|1,STRP|SYND
SMPLTRD00115|1,STRP|SYND
SMPLTRD00116|1,STRP|SYND
SMPLTRD00117|1,ANNU|TRL
SMPLTRD00118|1,MF|COMM
SMPLTRD00119|1,CASH|CD
SMPLTRD00120|1,EQ|COMM
SMPLTRD00121|1,EQ|COMM
SMPLTRD00122|1,EQ|COMM
SMPLTRD00123|1,EQ|COMM
SMPLTRD00124|1,EQ|COMM
SMPLTRD00125|1,EQ|COMM
SMPLTRD00126|1,EQ|COMM
SMPLTRD00127|1,CASH|SWP
SMPLTRD00128|1,UMA|FEE
SMPLTRD00129|1,UMA|FEE
SMPLTRD00130|1,UMA|FEE
SMPLTRD00131|1,UMA|FEE
SMPLTRD00132|1,UMA|FEE
SMPLTRD00133|1,JPMCAP|FEE
SMPLTRD00134|1,ADV|FEE
SMPLTRD00135|1,MFT|12B1
SMPLTRD00136|1,MFT|12B1
SMPLTRD00137|1,MFT|12B1
SMPLTRD00138|1,MFT|12B1
SMPLTRD00139|1,MFT|12B1
SMPLTRD00140|1,MFT|12B1
SMPLTRD00141|1,MFT|12B1
SMPLTRD00142|1,MAC|QFEE
SMPLTRD00143|1,ANNU|TRL
SMPLTRD00144|1,MF|COMM
SMPLTRD00145|1,CASH|CD
SMPLTRD00146|1,EQ|COMM
SMPLTRD00147|1,EQ|COMM
SMPLTRD00148|1,EQ|COMM
SMPLTRD00149|1,EQ|COMM
SMPLTRD00150|1,EQ|COMM
SMPLTRD00151|1,EQ|COMM
SMPLTRD00152|1,EQ|COMM
SMPLTRD00153|1,EQ|COMM
SMPLTRD00154|1,EQ|COMM
SMPLTRD00155|1,EQ|COMM
SMPLTRD00156|1,EQ|COMM
SMPLTRD00157|1,EQ|COMM
SMPLTRD00158|1,EQ|COMM
SMPLTRD00159|1,CASH|SWP
SMPLTRD00160|1,UMA|FEE
SMPLTRD00161|1,UMA|FEE
SMPLTRD00162|1,UMA|FEE
SMPLTRD00163|1,UMA|FEE
SMPLTRD00164|1,UMA|FEE
SMPLTRD00165|1,UMA|FEE
SMPLTRD00166|1,UMA|FEE
SMPLTRD00167|1,JPMCAP|FEE
SMPLTRD00168|1,ADV|FEE
SMPLTRD00169|1,MFT|12B1
SMPLTRD00170|1,MFT|12B1
SMPLTRD00171|1,MFT|12B1
SMPLTRD00172|1,MFT|12B1
SMPLTRD00173|1,MAC|QFEE
SMPLTRD00174|1,ANNU|TRL
SMPLTRD00175|1,MF|COMM
SMPLTRD00176|1,CASH|CD
SMPLTRD00177|1,EQ|COMM
SMPLTRD00178|1,EQ|COMM
SMPLTRD00179|1,EQ|COMM
SMPLTRD00180|1,EQ|COMM
SMPLTRD00181|1,EQ|COMM
SMPLTRD00182|1,EQ|COMM
SMPLTRD00183|1,EQ|COMM
SMPLTRD00184|1,EQ|COMM
SMPLTRD00185|1,EQ|COMM
SMPLTRD00186|1,EQ|COMM
SMPLTRD00187|1,EQ|COMM
SMPLTRD00188|1,EQ|COMM
SMPLTRD00189|1,MFT|12B1
SMPLTRD00190|1,CASH|SWP
SMPLTRD00191|1,ANNU|COMM
SMPLTRD00192|1,UMA|FEE
SMPLTRD00193|1,UMA|FEE
SMPLTRD00194|1,UMA|FEE
SMPLTRD00195|1,UMA|FEE
SMPLTRD00196|1,UMA|FEE
SMPLTRD00197|1,JPMCAP|FEE
SMPLTRD00198|1,ADV|FEE
SMPLTRD00199|1,MFT|12B1
SMPLTRD00200|1,MFT|12B1
SMPLTRD00201|1,MFT|12B1
SMPLTRD00202|1,MFT|12B1
SMPLTRD00203|1,MFT|12B1
SMPLTRD00204|1,STRP|SYND
SMPLTRD00205|1,STRP|SYND
SMPLTRD00206|1,STRP|SYND
SMPLTRD00207|1,ANNU|TRL
SMPLTRD00208|1,MF|COMM
SMPLTRD00209|1,CASH|CD
SMPLTRD00210|1,EQ|COMM
SMPLTRD00211|1,EQ|COMM
SMPLTRD00212|1,EQ|COMM
SMPLTRD00213|1,EQ|COMM
SMPLTRD00214|1,EQ|COMM
SMPLTRD00215|1,EQ|COMM
SMPLTRD00216|1,EQ|COMM
SMPLTRD00217|1,EQ|COMM
SMPLTRD00218|1,EQ|COMM
SMPLTRD00219|1,MFT|12B1
SMPLTRD00220|1,CASH|SWP
SMPLTRD00221|1,UMA|FEE
SMPLTRD00222|1,UMA|FEE
SMPLTRD00223|1,UMA|FEE
SMPLTRD00224|1,UMA|FEE
SMPLTRD00225|1,UMA|FEE
SMPLTRD00226|1,UMA|FEE
SMPLTRD00227|1,JPMCAP|FEE
SMPLTRD00228|1,ADV|FEE
SMPLTRD00229|1,MFT|12B1
SMPLTRD00230|1,MFT|12B1
SMPLTRD00231|1,MFT|12B1
SMPLTRD00232|1,MFT|12B1
SMPLTRD00233|1,MFT|12B1
SMPLTRD00234|1,MFT|12B1
SMPLTRD00235|1,MFT|12B1
SMPLTRD00236|1,MAC|QFEE
SMPLTRD00237|1,ANNU|TRL
SMPLTRD00238|1,MF|COMM
SMPLTRD00239|1,CASH|CD
SMPLTRD00240|1,EQ|COMM
SMPLTRD00241|1,EQ|COMM
SMPLTRD00242|1,EQ|COMM
SMPLTRD00243|1,EQ|COMM
SMPLTRD00244|1,EQ|COMM
SMPLTRD00245|1,EQ|COMM
SMPLTRD00246|1,EQ|COMM
SMPLTRD00247|1,EQ|COMM
SMPLTRD00248|1,EQ|COMM
SMPLTRD00249|1,EQ|COMM
SMPLTRD00250|1,EQ|COMM
SMPLTRD00251|1,EQ|COMM
SMPLTRD00252|1,EQ|COMM
SMPLTRD00253|1,EQ|COMM
SMPLTRD00254|1,EQ|COMM
SMPLTRD00255|1,MFT|12B1
SMPLTRD00256|1,CASH|SWP
